recipe_id,recipe_title,style,year,yeast_name,yeast_canonical,brand,product_code,primary_temp_F,secondary_temp_F,total_fermentation_days
193,Weekday Bock (Malt Extract),BOCK,2018.0,White Labs Cry Havoc,White Labs Cry Havoc,White Labs,,,,0
194,Psychedelic Weisse (Berliner Weisse with Dragon Fruit and Guava),BERLINER WEISSE,2017.0,Ale yeast (unspecified),Ale yeast (unspecified),,,,,29
195,American IPA con Pomelo Rosado (Pink Grapefruit American IPA),AMERICAN IPA,2017.0,American ale yeast,American ale yeast,,,66.0,,5
196,Barley Phillip Irish Red,AMBER ALE,2018.0,WLP039 Nottingham ale yeast,WLP039 Nottingham ale yeast,White Labs,WLP039,65.0,60.0,14
197,Terre au Verre,BELGIAN ALE,2018.0,WLP568 Belgian Style Saison Ale Yeast Blend,WLP568 Belgian Style Saison Ale Yeast Blend,White Labs,,70.0,,3
198,Pirate of the Baltic Porter,Baltic Porter,2012.0,.,.,,,64.0,64.0,52
199,Cherry Dubbel,BELGIAN ALE,2007.0,WLP500 Trappist Ale Yeast,WLP500 Trappist Ale Yeast,White Labs,WLP500,,,0
200,Sparrow Hawk Porter,BALTIC PORTER,2013.0,American Ale yeast or White Labs Cry Havoc yeast,American Ale yeast or White Labs Cry Havoc yeast,,,,,0
201,Höfter’s Blanc Pale Ale,AMERICAN PALE ALE,2017.0,Safale US-05,Chico/US-05 (American Ale),Fermentis,US-05,65.0,,6
202,Boeing Smoked Apple Lager (extract),AMBER LAGER,2017.0,Oktoberfest/M\u00e4rzen lager yeast or White Labs Cry Havoc yeast,Oktoberfest/M\u00e4rzen lager yeast or White Labs Cry Havoc yeast,,,70.0,55.0,42
203,Squeeze the Day,FRUITED SOUR,2017.0,Safale US-05,Chico/US-05 (American Ale),Fermentis,US-05,,,0
204,Imperial Rice Pilsner,PILSNER,2017.0,WLP802 Czech Budejovice Lager Yeast,WLP802 Czech Budejovice Lager Yeast,White Labs,WLP802,65.0,50.0,59
205,SMASH Bohemian Pils,CZECH / BOHO PILS,2017.0,WLP802 Czech Budejovice Lager Yeast,WLP802 Czech Budejovice Lager Yeast,White Labs,WLP802,48.0,,19
206,Siebte Flasche,HEFEWEIZEN,2017.0,Wyeast 3068 Weihenstephan Weizen and White Labs WLP300 Hefeweizen Ale Yeast,Wyeast 3068 Weihenstephan Weizen and White Labs WLP300 Hefeweizen Ale Yeast,Wyeast / White Labs,3068 / WLP300,62.0,,5
207,No Fail Extract IPA,AMERICAN IPA,2017.0,Fermentis Safale S-04,Fermentis Safale S-04,Fermentis,S-04 English Ale,,,9
208,Rye the Heck Not?,WHEAT & RYE BEER,2012.0,German Ale or D\u00fcsseldorf Alt Ale Yeast,German Ale or D\u00fcsseldorf Alt Ale Yeast,,,,,0
209,Super Nice Day IPA,IPA,2017.0,Safale US-05,Chico/US-05 (American Ale),Fermentis,US-05,66.0,60.0,19
210,Jamil’s Extra Yellow,AMERICAN LAGER,,",",",",,,,,0
211,Continental-Style Baltic Porter,BALTIC PORTER,2017.0,WLP802 Budejovice lager yeast,WLP802 Budejovice lager yeast,White Labs,WLP802,48.0,50.0,53
212,London-Style Baltic Porter,BALTIC PORTER,2017.0,K\u00f6lsch or Irish Ale yeast,K\u00f6lsch or Irish Ale yeast,,,65.0,,14
213,Golden Ale,ENGLISH PALE ALE,2017.0,Fermentis Safale S-04,Fermentis Safale S-04,,,65.0,,0
214,GP75 Pale Ale,AMERICAN PALE ALE,2017.0,Fermentis Safale S-04,Fermentis Safale S-04,,,65.0,,0
215,Prost Bock,BOCK,2011.0,German bock lager yeast,German bock lager yeast,White Labs,WLP833,50.0,,56
216,Boulevard Brewing Co. Tank 7,BELGIAN ALE,,WLP670 American Farmhouse Blend ale yeast,WLP670 American Farmhouse Blend ale yeast,White Labs,,70.0,,0
217,Big Beach Brewing Co. For the Love of…Mosaic,AMERICAN PALE ALE,,Safale US-05,Safale US-05,,,67.0,,0
218,Focal Point (Inspired by The Alchemist’s Focal Banger),HAZY / NEW ENGLAND IPA,,WLP095 Burlington Ale Yeast,WLP095 Burlington Ale Yeast,,,,,0
219,Great Lakes Brewing Edmund Fitzgerald Porter,BALTIC PORTER,,,,,,68.0,,0
220,New Glarus Brewing Belgian Red Ale,BELGIAN ALE,,Belgian Wheat Ale yeast or Ale yeast,Belgian Wheat Ale yeast or Ale yeast,,,65.0,65.0,56
221,More Fun Blonde,BELGIAN ALE,2011.0,Westmalle ale yeast,Westmalle ale yeast,,,75.0,,0
222,Solstice Spice,BELGIAN ALE,2006.0,London Ale Yeast,London Ale Yeast,Wyeast,1028,65.0,,14
223,Kölsch,HYBRID BEER,2017.0,WLP029 K\u00f6lsch/German ale yeast,WLP029 K\u00f6lsch/German ale yeast,White Labs,WLP029,,,0
224,The Cure from Cork,Irish Stout,2017.0,WLP007 Dry English Ale,WLP007 Dry English Ale,White Labs,,70.0,,14
225,Copper Ale,AMBER ALE,2017.0,California Ale,Chico/US-05 (American Ale),White Labs,WLP001,68.0,,1
226,80 Shilling Scottish Ale,AMBER ALE,2017.0,WLP028 Edinburgh Scottish Ale or Wyeast 1728 Scottish Ale,WLP028 Edinburgh Scottish Ale or Wyeast 1728 Scottish Ale,,,63.0,36.0,28
227,Spice Trade Brewing Sun Temple IPA,AMERICAN IPA,2017.0,GigaYeast Vermont IPA Yeast,GigaYeast Vermont IPA Yeast,,,68.0,,0
228,Lawson’s Sip of Sunshine IPA Clone,HAZY / NEW ENGLAND IPA,2017.0,Chico ale yeast (American or California ale yeast),Chico ale yeast (American or California ale yeast),,,65.0,,4
229,Sierra Nevada Celebration Ale (Version 2),AMERICAN IPA,2017.0,Chico ale yeast,Chico ale yeast,,,65.0,,4
230,Smoked Habanero IPA,IPA,2017.0,WLP001 California Ale,WLP001 California Ale,White Labs,,65.0,65.0,21
231,Brighid’s Irish Red Ale,AMBER ALE,2009.0,London Ale Yeast,London Ale Yeast,White Labs,WLP013,62.0,,21
232,Fuller’s ESB Clone,ENGLISH PALE ALE,2006.0,English Ale Yeast,English Ale Yeast,White Labs,WLP002,65.0,,30
233,Klang Freudenfest Oktoberfest (Extract),OKTOBERFEST,2017.0,German lager yeast,German lager yeast,,,52.0,48.0,41
234,Rushmore IPA (Extract),AMERICAN IPA,2017.0,,,,,,,0
235,Battre L’oie Saison (Extract),BELGIAN ALE,,Belgian saison yeast,Belgian saison yeast,,,62.0,68.0,17
236,Ommegang Abbey Clone,BELGIAN ALE,2008.0,,,,,77.0,,14
237,Montezuma’s Revenge Mexican Dark Lager with Coffee,COFFEE BEER,2010.0,California Lager or San Francisco Lager Yeast,California Lager or San Francisco Lager Yeast,,Wyeast 2112 or WLP810,65.0,65.0,28
238,Dirk Diggler New England Pale Ale,HAZY / NEW ENGLAND IPA,,London ale III,London ale III,Wyeast,1318,68.0,,28
239,Arrogant Bastard Clone,UK/US STRONG ALE,2011.0,WLP007 Dry English Ale Yeast,WLP007 Dry English Ale Yeast,White Labs,,,,0
240,Bitter Beer Face Session IPA,IPA,2013.0,WLP001 California/Wyeast 1056 American/Safale US-05 Ale Yeast,WLP001 California/Wyeast 1056 American/Safale US-05 Ale Yeast,,,,,0
241,Harvest Ale Saison,BELGIAN ALE,2008.0,Dupont Saison yeast,Dupont Saison yeast,White Labs,WLP-565,,,0
242,Whale’s Tail Pale Ale,AMERICAN PALE ALE,,California Ale Yeast,Chico/US-05 (American Ale),White Labs,WLP001,70.0,,4
243,Maverick India Black Ale,IPA,2005.0,German Ale yeast,German Ale yeast,,,,,0
244,Dogfish Head 120 Minute IPA,IPA,2005.0,WLP001 California Ale or Wyeast 1056 American Ale,WLP001 California Ale or Wyeast 1056 American Ale,,,72.0,,3
245,Pressure Drop Stokey Brown,BROWN ALE,2013.0,Safale US-05,Safale US-05,,,,,0
246,Gone But Not Forgotten Burton Old Ale,ENGLISH PALE ALE,2012.0,ESB Ale Yeast or White Labs WLP002 English Ale Yeast,ESB Ale Yeast or White Labs WLP002 English Ale Yeast,,,,,0
247,Christmas Cinderella Double Brown Ale,SPICE & HERB BEER,1997.0,Wyeast 1275 Thames Valley ale yeast,Wyeast 1275 Thames Valley ale yeast,,,64.0,,10
248,The Fall (Cranberry Saison),BELGIAN ALE,2006.0,Belgian Saison I,Belgian Saison I,White Labs,WLP565,,,0
249,Ale of Asgard,BARLEYWINE,,Wyeast 1056 American Ale,Wyeast 1056 American Ale,Wyeast,,68.0,,0
250,Maltonator Doppelbock,BOCK,2009.0,Bavarian lager yeast,Bavarian lager yeast,,White Labs 833 German Bock or Wyeast 2124 Bohemian Lager,,,14
251,Epic Stout,IMPERIAL STOUT,2014.0,not specified,not specified,,,,,0
252,Julie: A Pumpkin Belgian Strong Ale,BELGIAN ALE,2006.0,1388 Belgian Strong Ale Yeast,1388 Belgian Strong Ale Yeast,Wyeast,1388,,,0
253,Ekuanot HBC 366 American Pale Ale,AMERICAN PALE ALE,,American ale yeast,American ale yeast,,,67.0,,14
254,3 Floyds Alpha King Clone,AMERICAN PALE ALE,,#1056 American Ale Yeast,Chico/US-05 (American Ale),Wyeast,1056,68.0,,5
255,Sierra Nevada Bigfoot Barleywine,BARLEYWINE,2006.0,1056 American Ale Yeast,1056 American Ale Yeast,Wyeast,,68.0,68.0,14
256,Sippin’ on the Dock of the Bay IPA,AMERICAN IPA,2009.0,1056 American Ale,1056 American Ale,Wyeast,,68.0,,7
257,Deschutes Chainbreaker White IPA Clone,IPA,2012.0,Trappist High Gravity ale yeast,Trappist High Gravity ale yeast,Wyeast 3787,,66.0,,2
258,Evil Twin,AMBER ALE,2006.0,WLP001 California Ale,WLP001 California Ale,White Labs,,68.0,,14
259,Russian River Blind Pig IPA Clone,IPA,2012.0,California Ale Yeast or American Ale,California Ale Yeast or American Ale,,"WLP001, Wyeast 1056",68.0,,0
260,Victory Brewing Co. Prima Pils Clone,GERMAN PILSNER,,German lager yeast,German lager yeast,,,50.0,,14
261,Collective Hoppiness,Imperial / Double IPA,2012.0,British ale yeast,British ale yeast,,,,,0
262,Kalyke Blonde,BELGIAN ALE,2015.0,Belgian Ardennes yeast,Belgian Ardennes yeast,,,68.0,,0
263,Summertime Ginger Ale,SPICE & HERB BEER,,K\u00f6lsch Yeast or WLP029 German Ale/K\u00f6lsch yeast,K\u00f6lsch Yeast or WLP029 German Ale/K\u00f6lsch yeast,,,65.0,65.0,15
264,LAB Coconut Porter,PORTER,2013.0,Safale US-05,Safale US-05,,,68.0,,14
265,Jeff’s Untitled Dortmunder,HELLES,2011.0,WLP830 German Lager Yeast,WLP830 German Lager Yeast,White Labs,,70.0,,46
266,Pickelhaube Märzen,AMBER LAGER,,Bavarian or Munich lager yeast,Bavarian or Munich lager yeast,,,48.0,,63
267,Oskar Blues Dale’s Pale Ale,AMERICAN PALE ALE,2009.0,California Ale yeast,California Ale yeast,,,70.0,60.0,0
268,Odell IPA,AMERICAN IPA,2007.0,Nottingham ale yeast,Nottingham ale yeast,,,68.0,60.0,7
269,(512) Brewing Co. Pecan Porter,PORTER,,American ale yeast,American ale yeast,,16M cells/ml,68.0,,14
270,Sour Blonde with Apricot,BELGIAN ALE,2015.0,,,,,68.0,62.0,8
271,Founders Kentucky Breakfast Stout,Imperial Stout,,American or California Ale yeast,American or California Ale yeast,,,65.0,,14
272,Browneywine (Maltose Falcons & Firestone Walker),BARLEYWINE,1974.0,WLP005 British ale yeast,WLP005 British ale yeast,,,,,0
273,North Coast Old Rasputin Russian Imperial Stout Clone,IMPERIAL STOUT,2007.0,American or California ale yeast,American or California ale yeast,,,68.0,,0
274,Gordon Biersch Winter Bock,BOCK,2011.0,Wyeast 2124 or WLP830,Wyeast 2124 or WLP830,,,48.0,,48
275,Sierra Nevada Celebration Ale,IPA,2003.0,Wyeast American Ale or White Labs California Ale yeast,Wyeast American Ale or White Labs California Ale yeast,,,,,0
276,Dark Winter Saison IV,BELGIAN ALE,2014.0,WLP670,WLP670,White Labs,WLP670,75.0,60.0,208
277,Green Flash West Coast IPA,AMERICAN IPA,2013.0,California ale yeast WLP001,California ale yeast WLP001,White Labs,,68.0,,7
278,Chodsko Pivo Bohemian Pilsner,CZECH / BOHO PILS,2015.0,Urquell Lager and Bohemian Lager,Urquell Lager and Bohemian Lager,,,,,44
279,Lagunitas Brown Shugga’ Clone,BARLEYWINE,,WLP002 or Wyeast1968,WLP002 or Wyeast1968,,,64.0,,0
280,Delirium Oat Rosemary Pale Ale Recipe,IPA,,White Labs Cry Havoc,White Labs Cry Havoc,,,70.0,,7
281,Alaskan Smoked Porter Clone,PORTER,,Chico Ale,Chico Ale,,,65.0,,7
282,Left Hand Milk Stout Clone,STOUT,,California ale yeast,California ale yeast,,,70.0,60.0,14
283,Lagunitas Little Sumpin’ Sumpin’ Clone,AMERICAN PALE ALE,,WLP007 Dry English ale yeast,WLP007 Dry English ale yeast,White Labs,,67.0,,7
284,Ardley Brown Ale,BROWN ALE,2012.0,Danstar Nottingham ale yeast,Danstar Nottingham ale yeast,,,67.0,,0
285,Charlie’s Brown Ale,BROWN ALE,2013.0,White Labs WLP002 English Ale Yeast,White Labs WLP002 English Ale Yeast,,,68.0,38.0,28
286,Bonnie Prince Charlie’s 80/- Shilling,AMBER ALE,2014.0,Edinburgh Ale,Edinburgh Ale,White Labs,,62.0,36.0,28
287,Deschutes’ Fresh Squeezed IPA Clone,AMERICAN IPA,,WLP001 California Ale yeast,WLP001 California Ale yeast,White Labs,,67.0,,7
288,Sierra Nevada Ruthless Rye Clone,IPA,2012.0,Ale yeast,Ale yeast,,,68.0,,3
289,Ugly Pug Schwarzbier Clone,DARK LAGER,2010.0,San Francisco lager yeast,San Francisco lager yeast,White Labs,WLP810,,,0
290,Dogfish Head Raison D’Etre Clone,BELGIAN ALE,,Belgian Ardennes or WLP510 Belgian Bastogne,Belgian Ardennes or WLP510 Belgian Bastogne,,,70.0,,0
291,Oh My Eye! Grapefruit Hefeweizen,FRUIT BEER,2008.0,Hefeweizen IV ale yeast,Hefeweizen IV ale yeast,White Labs,WLP380,70.0,70.0,10
292,Gold,German Pilsner,2015.0,WLP830 German Lager yeast,WLP830 German Lager yeast,White Labs,WLP830,52.0,,27
293,Isaac’s Standard Lager,AMERICAN LAGER,2015.0,WLP840 American Lager,WLP840 American Lager,White Labs,,48.0,52.0,42
294,Vienna Lager,AMBER LAGER,2015.0,WLP833 German Bock lager,WLP833 German Bock lager,White Labs,WLP833,48.0,35.0,104
295,May The Schwarz Be With You,DARK LAGER,2015.0,Wyeast 2124 Bohemian Lager,Wyeast 2124 Bohemian Lager,Wyeast,,48.0,,14
296,Saint Martin Doppel,BOCK,2015.0,WLP 833 German Bock lager yeast,WLP 833 German Bock lager yeast,White Labs,WLP 833,48.0,,100
297,Cream of the Crop,Cream Ale,2015.0,US-05,US-05,Fermentis,,65.0,,14
298,Gate Keeper,AMBER LAGER,2015.0,San Francisco Lager yeast or Wyeast 2112 California Lager yeast,San Francisco Lager yeast or Wyeast 2112 California Lager yeast,White Labs/Wyeast,,62.0,35.0,42
299,Ordinarily Bitter,ENGLISH PALE ALE,2015.0,White Labs WLP002 English ale yeast,White Labs WLP002 English ale yeast,White Labs,WLP002,62.0,,7
300,3 Angels Kilt Lifter,AMBER ALE,2015.0,Scottish Ale yeast,Scottish Ale,Wyeast,1728,68.0,,90
301,Prenup Pale Ale,AMERICAN PALE ALE,2015.0,Safale US-05,Safale US-05,,,68.0,,14
302,Kerry’s Session Mild,BROWN ALE,2015.0,English Ale yeast,English Ale yeast,White Labs,WLP002,68.0,,14
303,Dyson’s Chocolate Porter,AMERICAN PORTER,2015.0,1056 American ale yeast,Chico/US-05 (American Ale),Wyeast,1056,65.0,65.0,54
304,Spokonoy Nochi 13,IMPERIAL STOUT,2015.0,WLP001 California Ale yeast,Chico/US-05 (American Ale),White Labs,WLP001,64.0,,14
305,Over The Top 7 Hop IPA,AMERICAN IPA,2015.0,American Ale yeast,Chico/US-05 (American Ale),Wyeast,1056,65.0,65.0,21
306,Weize-Ass Bock,BOCK,2015.0,WLP380 Hefewiezen IV ale,WLP380 Hefewiezen IV ale,White Labs,,66.0,70.0,11
307,Raspberry Flanders,FLANDERS RED,2015.0,Safale US-05,Chico/US-05 (American Ale),Fermentis,US-05,66.5,66.5,502
308,Oskar’s Gueuze,GUEUZE,2015.0,Wyeast 3278 Belgian Lambic Blend,Wyeast 3278 Belgian Lambic Blend,Wyeast,,70.0,,60
309,Tridevils Tripel T’s,BELGIAN ALE,2015.0,WLP500 Monastery Ale yeast,WLP500 Monastery Ale yeast,White Labs,,67.0,74.0,9
310,Merica F%#K Yeah!,BARLEYWINE,2015.0,Wyeast 1056 American Ale,Chico/US-05 (American Ale),Wyeast,1056,64.0,60.0,121
311,Raspberry Tart,ENGLISH PALE ALE,2015.0,English Ale yeast,English Ale yeast,White Labs,WLP002,65.0,68.0,25
312,Mark’s Chipotle Lichtenhainer,HISTORICAL BEER,2015.0,WLP677 Lactobacillus delbruecki starter,WLP677 Lactobacillus delbruecki starter,White Labs,,90.0,68.0,184
313,Whales BBDS (Blended Belgian Dark Strong),BELGIAN ALE,2015.0,Monastery Ale yeast,Monastery Ale yeast,White Labs,WLP500,68.0,68.0,238
314,Citra Session IPA,AMERICAN IPA,2015.0,American ale yeast,Chico/US-05 (American Ale),Wyeast,1056,62.0,66.0,14
315,J-Lo & Chew-zacca’s Wild Ride Pale Ale,AMERICAN PALE ALE,,Safale US-05 or Danstar BRY-97,Safale US-05 or Danstar BRY-97,,,,,0
316,Gunnawanna ‘Toberfest,PALE LAGER,2015.0,Cry Havoc lager,Cry Havoc lager,"German, Bavarian or White Labs",,55.0,,7
317,San Diego Dark Session Ale,BROWN ALE,,WLP 002 English Ale or Wyeast equivlanet or SafAle 04,WLP 002 English Ale or Wyeast equivlanet or SafAle 04,,,68.0,68.0,19
318,The Bruery’s Black Orchard Wit,BELGIAN ALE,2009.0,Belgian Ale strain,Belgian Ale strain,,,66.0,,7
319,The Tsar’s Kvass,HISTORICAL BEER,,Fermentis T-58,Fermentis T-58,,,65.0,,0
320,Czeslaw Dzielak’s Imperial IPA,IMPERIAL / DOUBLE IPA,2015.0,1056 American Ale,Chico/US-05 (American Ale),Wyeast,1056,66.0,54.0,14
321,Russian River Pliny the Elder Clone,AMERICAN IPA,,California Ale Yeast,Chico/US-05 (American Ale),White Labs,WLP001,67.0,,0
322,Firestone Walker Wookey Jack Clone,IPA,2014.0,WLP007 Dry English Ale yeast,WLP007 Dry English Ale yeast,White Labs,,62.0,,10
323,Deschutes Black Butte Porter Clone,AMERICAN PORTER,,,,White Labs/Wyeast,WLP 002 / 1968 London ESB,65.0,,14
324,Dogfish Head 90 Minute IPA Clone,IMPERIAL / DOUBLE IPA,,1056 American Ale Yeast,Chico/US-05 (American Ale),Wyeast,1056,72.0,,0
325,Bastage English Summer Ale,BLONDE ALE,2011.0,Wyeast 1028 London Ale,Wyeast 1028 London Ale,Wyeast,,65.0,,0
326,Nazz Session IPA,AMERICAN IPA,,Wyeast 1056 American ale yeast,Wyeast 1056 American ale yeast,Wyeast,,,,0
327,Matt’s Sour Brown,BROWN ALE,2011.0,Belgian-style ale strain,Belgian-style ale strain,,WLP 515 or Wyeast 3522,68.0,,0
328,2015 Big Brew Recipe #3: Killer Kölsch,HYBRID BEER,2015.0,WLP029 German Ale/K\u00f6lsch,WLP029 German Ale/K\u00f6lsch,White Labs,,58.0,,64
329,Dollar to Döllnitz Gose,HISTORICAL BEER,2015.0,Hefeweizen yeast,Hefeweizen yeast,,,68.0,,14
330,Dan’s Märzen,AMBER LAGER,2011.0,Weihenstephan 34/70,Weihenstephan 34/70,Wyeast/WLP,2124/WLP830,,,46
331,Ryed Hard American Rye Ale,AMERICAN PALE ALE,2010.0,California Ale Yeast,Chico/US-05 (American Ale),White Labs,WLP001,,,0
332,Pagosa’s Shreddin’ Red IPA Clone,AMERICAN IPA,,English Ale yeast,English Ale yeast,White Labs,WLP002,68.0,,0
333,Newcastle Brown Ale Clone,BROWN ALE,2001.0,Wyeast No. 1028 Special London or White Labs English ale yeast,Wyeast No. 1028 Special London or White Labs English ale yeast,,,64.0,,0
334,My Smoked Dark Heart Lager,DARK LAGER,2009.0,Wyeast 2124 Bohemian Lager / WLP838 South German Lager,Wyeast 2124 Bohemian Lager / WLP838 South German Lager,,,,,0
335,Valymber Strong Bitter,ENGLISH PALE ALE,2002.0,1056 American ale yeast,Chico/US-05 (American Ale),Wyeast,1056,66.0,36.0,50
336,Stout Trousers,AMERICAN STOUT,2009.0,Wyeast 1272 American Ale II,Wyeast 1272 American Ale II,Wyeast,1272,64.0,66.0,10
337,Sweet Mischief Vienna-Mild,AMBER LAGER,2012.0,White Labs Cry Havoc,White Labs Cry Havoc,White Labs,,55.0,35.0,28
338,Düsseldorf Altbier,ALTBIER,2009.0,Yeast 1007 German Ale Yeast/WLP036 Dusseldorf Alt/WLP029 German Ale/K\u00f6lsch,Yeast 1007 German Ale Yeast/WLP036 Dusseldorf Alt/WLP029 German Ale/K\u00f6lsch,,,65.0,65.0,14
339,Jabberwocky Maibock,BOCK,2004.0,German or Bavarian lager yeast,German or Bavarian lager yeast,,,55.0,,28
340,Better Red Than Dead,AMBER ALE,2009.0,Irish Ale Yeast,Irish Ale Yeast,White Labs or Wyeast,004 or 1084,65.0,,14
341,American Malt Liquor (Olde English Clone),AMERICAN LAGER,,Wyeast 2007 Pilsen Lager yeast,Wyeast 2007 Pilsen Lager yeast,Wyeast,1057,55.0,50.0,18
342,Black is Back,BELGIAN ALE,2013.0,Strong Belgian-style ale yeast,Strong Belgian-style ale yeast,,,,,0
343,Yak & Yeti’s Chai Milk Stout Clone,SPICE & HERB BEER,2013.0,Wyeast 1728 Scottish Ale,Scottish Ale,Wyeast,1728,68.0,,7
344,Ruabeoir Red Ale,AMBER ALE,,WLP004 Irish Ale,WLP004 Irish Ale,,,66.0,,0
345,Hop Hammer,IMPERIAL / DOUBLE IPA,,California Ale,Chico/US-05 (American Ale),White Labs,WLP001,67.0,70.0,17
346,Doktor Schnurrbart Schwarzbier,DARK LAGER,,Bavarian lager yeast,Bavarian lager yeast,,,,,0
347,Belgian Bombshell,BELGIAN ALE,2009.0,Belgian Ale WLP550,Belgian Ale WLP550,White Labs,WLP550,66.0,66.0,21
348,Victory and Chaos IPA,ENGLISH IPA,,London Ale yeast,London Ale yeast,White Labs,WLP013,,,0
349,Polka Dot Pilsner,GERMAN PILSNER,,Czech lager yeast,Czech lager yeast,,,,,0
350,ZAITH Weizen,HEFEWEIZEN,,WLP300 or Wyeast 3068,WLP300 or Wyeast 3068,White Labs/Wyeast,,,,14
351,Falconclaws (Samichlaus),BOCK,,Zurich Lager Yeast,Zurich Lager Yeast,WLP,885,,,0
352,Belgian IPA,BELGIAN ALE,2011.0,WY 3522 Belgian Ardennes,WY 3522 Belgian Ardennes,Wyeast,WLP550,,,0
353,"I’m Not Bitter, I’m Thirsty!",ENGLISH PALE ALE,,Wyeast 1968 London ESB or WLP002 English Ale or Safale S-04,Wyeast 1968 London ESB or WLP002 English Ale or Safale S-04,,,68.0,68.0,21
354,Weizenbock,BOCK,,Weihenstephan Weizen,Weihenstephan Weizen,Wyeast,3068 Wyeast 3068,,,0
355,Hoppiness is an IPA,AMERICAN IPA,,WLP001 California ale yeast,WLP001 California ale yeast,White Labs,,,,0
356,Yellow Diamond Belgian Pale Ale,BELGIAN ALE,,Belgian Style yeast,Belgian Style yeast,,,66.0,,0
357,Uncommonly Lucky,AMBER LAGER,,San Francisco Lager or California Lager,San Francisco Lager or California Lager,,WLP810 or WY2112,62.0,,0
358,Hibiscus Mango Blonde,BLONDE ALE,2012.0,US-05 dry yeast,Chico/US-05 (American Ale),Fermentis,US-05,68.0,68.0,44
359,Classic American Pilsner,PILSNER,2012.0,WLP840 or Wyeast 2035,WLP840 or Wyeast 2035,,,48.0,,3
360,Orpheo Roja (Chimay Red Clone),BELGIAN ALE,2000.0,/,/,,,68.0,,0
362,Rogue Dead Guy Ale Clone,BOCK,2003.0,BrewTek California Pub Ale (CL-50) yeast or equivalent,BrewTek California Pub Ale (CL-50) yeast or equivalent,,,60.0,,0
363,Weisse Not?,BERLINER WEISSE,2012.0,European ale yeast,European ale yeast,Wyeast,1338,68.0,,222
364,Not-So Pilsener,PILSNER,2005.0,lager yeast,lager yeast,,,55.0,,7
365,Baltic Porter,BALTIC PORTER,2006.0,Wyeast 2124 Bohemian Lager,Wyeast 2124 Bohemian Lager,Wyeast,2124,77.0,,49
366,Nirvana Chanterelle Ale,SPICE & HERB BEER,,Belgian abbey yeast,Belgian abbey yeast,,,,,0
367,Sticke Alt,ALTBIER,,Wyeast 1007 or equivalent,Wyeast 1007 or equivalent,Wyeast,,60.0,,21
368,Quarter Session Bitter,ENGLISH PALE ALE,,London Ale,London Ale,Wyeast,1028,,,0
369,Lampo Bianco (White Lightning),BELGIAN ALE,2012.0,Belgian Wit Ale Yeast (WLP550 or Wyeast 3944 or 3942),Belgian Wit Ale Yeast (WLP550 or Wyeast 3944 or 3942),,,75.0,,0
370,100% Brettanomyces Farmhouse,FARMHOUSE BEER,2012.0,Brettanomyces yeast,Brettanomyces yeast,,,,,0
371,Caribbean Stout,FOREIGN / TROPICAL STOUT,,Irish Ale,Irish Ale,Wyeast or White Labs,1084 or White Labs Irish Ale,,,0
372,Smoked Robust Porter,PORTER,,WLP001 California Ale or Wyeast 1056 American Ale or Safale US-05,WLP001 California Ale or Wyeast 1056 American Ale or Safale US-05,,,67.0,,0
373,So Very Cherry White,BELGIAN ALE,2011.0,Wyeast 3944 Belgian Witbier or WLP400 Belgian Wit Ale,Wyeast 3944 Belgian Witbier or WLP400 Belgian Wit Ale,Wyeast or White Labs,,68.0,,0
374,Pliny the Toddler,AMERICAN IPA,2011.0,California Ale Yeast,California Ale Yeast,White Labs,WLP 001,65.0,,0
375,McZainasheff’s Wee,AMBER ALE,,WLP028 Edinburgh Ale,WLP028 Edinburgh Ale,White Labs,,65.0,,0
376,Belgian Golden Strong Ale,BELGIAN ALE,2009.0,Wyeast 1388 Belgian Strong Ale,Wyeast 1388 Belgian Strong Ale,Wyeast,1388,,,0
377,Griffin Spit IPA,Imperial / Double IPA,2007.0,Wyeast 1968 London ESB Yeast / White Labs WLP002 English Ale Yeast,Wyeast 1968 London ESB Yeast / White Labs WLP002 English Ale Yeast,Wyeast / White Labs,,,,0
378,Munich Madness,AMBER LAGER,,Wyeast 2206 Bavarian Lager,Wyeast 2206 Bavarian Lager,Wyeast,2206,50.0,,28
379,Carla’s Oat Brown Ale,BROWN ALE,2010.0,English Ale yeast or Cry Havoc yeast,English Ale yeast or Cry Havoc yeast,,,70.0,,7
380,Dubbel Trouble,BELGIAN ALE,2009.0,White Labs 530 Abbey yeast,White Labs 530 Abbey yeast,White Labs,,68.0,40.0,21
381,English Pale Ale,ENGLISH PALE ALE,2011.0,Wyeast 1098 British Ale yeast,Wyeast 1098 British Ale yeast,Wyeast,,,,0
382,Passionfruit-Mango Wildfire Wheat,AMERICAN WHEAT,2010.0,American Ale yeast,American Ale yeast,,,68.0,,14
383,Bohemian Thriller,CZECH / BOHO PILS,2010.0,Cry Havoc White Labs yeast,Cry Havoc White Labs yeast,White Labs,,55.0,,35
384,Rocket Rod Romanak’s Positively Porter,BALTIC PORTER,,1056 American ale yeast or WLP001 California Ale Yeast,1056 American ale yeast or WLP001 California Ale Yeast,,,66.0,66.0,28
385,American Barleywine,BARLEYWINE,,California ale yeast,Chico/US-05 (American Ale),White Labs,WLP001,70.0,70.0,26
386,Maibock,BOCK,2002.0,2633 (or 2124 Bohemian Lager),2633 (or 2124 Bohemian Lager),Wyeast,2633,50.0,,12
