recipe_id,recipe_title,style,style_group,year,step_number,step_name,temp_F,time_min
211,Continental-Style Baltic Porter,BALTIC PORTER,PORTER,2017.0,1,Mash,148.0,60
211,Continental-Style Baltic Porter,BALTIC PORTER,PORTER,2017.0,2,Mash Out,168.0,1
212,London-Style Baltic Porter,BALTIC PORTER,PORTER,2017.0,1,Mash in,148.0,60
212,London-Style Baltic Porter,BALTIC PORTER,PORTER,2017.0,2,Mash out,168.0,0
213,Golden Ale,ENGLISH PALE ALE,IPA,2017.0,1,,147.0,60
214,GP75 Pale Ale,AMERICAN PALE ALE,IPA,2017.0,1,Mash,147.0,60
215,Prost Bock,BOCK,LAGER,2011.0,1,First rest,122.0,30
215,Prost Bock,BOCK,LAGER,2011.0,2,Second rest,140.0,30
215,Prost Bock,BOCK,LAGER,2011.0,3,Third rest,158.0,30
215,Prost Bock,BOCK,LAGER,2011.0,4,Mash Out,170.0,0
216,Boulevard Brewing Co. Tank 7,BELGIAN ALE,BELGIAN,,1,Mash,150.0,45
217,Big Beach Brewing Co. For the Love of…Mosaic,AMERICAN PALE ALE,IPA,,1,Mash Rest,150.0,60
218,Focal Point (Inspired by The Alchemist’s Focal Banger),HAZY / NEW ENGLAND IPA,IPA,,1,Mash,150.0,75
219,Great Lakes Brewing Edmund Fitzgerald Porter,BALTIC PORTER,PORTER,,1,Mash,152.0,60
220,New Glarus Brewing Belgian Red Ale,BELGIAN ALE,BELGIAN,,1,Mash,156.0,60
221,More Fun Blonde,BELGIAN ALE,BELGIAN,2011.0,1,Mash,152.0,60
222,Solstice Spice,BELGIAN ALE,BELGIAN,2006.0,1,Mash,156.0,30
223,Kölsch,HYBRID BEER,OTHER,2017.0,1,Mash,149.0,60
224,The Cure from Cork,Irish Stout,STOUT,2017.0,1,Mash,150.0,45
224,The Cure from Cork,Irish Stout,STOUT,2017.0,2,Mash hold,168.0,5
225,Copper Ale,AMBER ALE,AMBER_ALE,2017.0,1,Mash,152.0,60
226,80 Shilling Scottish Ale,AMBER ALE,AMBER_ALE,2017.0,1,Mash,154.0,60
227,Spice Trade Brewing Sun Temple IPA,AMERICAN IPA,IPA,2017.0,1,Mash,148.0,60
228,Lawson’s Sip of Sunshine IPA Clone,HAZY / NEW ENGLAND IPA,IPA,2017.0,1,Mash,152.0,60
229,Sierra Nevada Celebration Ale (Version 2),AMERICAN IPA,IPA,2017.0,1,Mash,152.0,60
230,Smoked Habanero IPA,IPA,IPA,2017.0,1,Mash,152.0,60
231,Brighid’s Irish Red Ale,AMBER ALE,AMBER_ALE,2009.0,1,Mash,155.0,60
232,Fuller’s ESB Clone,ENGLISH PALE ALE,IPA,2006.0,1,Mash,155.0,60
236,Ommegang Abbey Clone,BELGIAN ALE,BELGIAN,2008.0,1,Protein Rest,145.0,45
236,Ommegang Abbey Clone,BELGIAN ALE,BELGIAN,2008.0,2,Saccharification Rest,155.0,30
236,Ommegang Abbey Clone,BELGIAN ALE,BELGIAN,2008.0,3,Mash Out,160.0,10
237,Montezuma’s Revenge Mexican Dark Lager with Coffee,COFFEE BEER,OTHER,2010.0,1,Mash,152.0,45
238,Dirk Diggler New England Pale Ale,HAZY / NEW ENGLAND IPA,IPA,,1,Mash,150.0,60
239,Arrogant Bastard Clone,UK/US STRONG ALE,STRONG_ALE,2011.0,1,Mash,150.0,60
240,Bitter Beer Face Session IPA,IPA,IPA,2013.0,1,Mash,152.0,60
241,Harvest Ale Saison,BELGIAN ALE,BELGIAN,2008.0,1,Mash,148.0,75
242,Whale’s Tail Pale Ale,AMERICAN PALE ALE,IPA,,1,,154.0,90
244,Dogfish Head 120 Minute IPA,IPA,IPA,2005.0,1,Mash,149.0,60
245,Pressure Drop Stokey Brown,BROWN ALE,BROWN_ALE,2013.0,1,Mash at 122\u00b0F (50\u00b0C) for 10 min,122.0,10
245,Pressure Drop Stokey Brown,BROWN ALE,BROWN_ALE,2013.0,2,Raise to 156\u00b0F (69\u00b0C) and hold for 60 min,156.0,60
246,Gone But Not Forgotten Burton Old Ale,ENGLISH PALE ALE,IPA,2012.0,1,Mash,156.0,90
247,Christmas Cinderella Double Brown Ale,SPICE & HERB BEER,OTHER,1997.0,1,Mash,156.0,60
248,The Fall (Cranberry Saison),BELGIAN ALE,BELGIAN,2006.0,1,Mash,150.0,60
249,Ale of Asgard,BARLEYWINE,STRONG_ALE,,1,First mash,150.0,15
249,Ale of Asgard,BARLEYWINE,STRONG_ALE,,2,Second mash,140.0,30
249,Ale of Asgard,BARLEYWINE,STRONG_ALE,,3,Mash out,168.0,0
251,Epic Stout,IMPERIAL STOUT,STOUT,2014.0,1,mash,159.0,60
252,Julie: A Pumpkin Belgian Strong Ale,BELGIAN ALE,BELGIAN,2006.0,1,Mash,150.0,60
253,Ekuanot HBC 366 American Pale Ale,AMERICAN PALE ALE,IPA,,1,,153.0,60
254,3 Floyds Alpha King Clone,AMERICAN PALE ALE,IPA,,1,Mash,154.0,60
255,Sierra Nevada Bigfoot Barleywine,BARLEYWINE,STRONG_ALE,2006.0,1,Infusion mash,154.0,60
256,Sippin’ on the Dock of the Bay IPA,AMERICAN IPA,IPA,2009.0,1,Mash,151.0,45
257,Deschutes Chainbreaker White IPA Clone,IPA,IPA,2012.0,1,Rest 1,125.0,15
257,Deschutes Chainbreaker White IPA Clone,IPA,IPA,2012.0,2,Rest 2,145.0,15
257,Deschutes Chainbreaker White IPA Clone,IPA,IPA,2012.0,3,Rest 3,163.0,20
257,Deschutes Chainbreaker White IPA Clone,IPA,IPA,2012.0,4,Mash out,172.0,5
258,Evil Twin,AMBER ALE,AMBER_ALE,2006.0,1,Mash,154.0,90
259,Russian River Blind Pig IPA Clone,IPA,IPA,2012.0,1,Mash,154.0,60
260,Victory Brewing Co. Prima Pils Clone,GERMAN PILSNER,LAGER,,1,Protein Rest,122.0,20
260,Victory Brewing Co. Prima Pils Clone,GERMAN PILSNER,LAGER,,2,Main Mash 1,145.0,40
260,Victory Brewing Co. Prima Pils Clone,GERMAN PILSNER,LAGER,,3,Main Mash 2,155.0,20
260,Victory Brewing Co. Prima Pils Clone,GERMAN PILSNER,LAGER,,4,Mash Out,165.0,10
261,Collective Hoppiness,Imperial / Double IPA,IPA,2012.0,1,Mash,153.0,60
262,Kalyke Blonde,BELGIAN ALE,BELGIAN,2015.0,1,Mash,152.0,45
262,Kalyke Blonde,BELGIAN ALE,BELGIAN,2015.0,2,Mash Out,170.0,0
263,Summertime Ginger Ale,SPICE & HERB BEER,OTHER,,1,Mash,152.0,60
264,LAB Coconut Porter,PORTER,PORTER,2013.0,1,Mash,152.0,60
265,Jeff’s Untitled Dortmunder,HELLES,OTHER,2011.0,1,Main mash rest,130.0,30
265,Jeff’s Untitled Dortmunder,HELLES,OTHER,2011.0,2,Decoction pull,130.0,30
265,Jeff’s Untitled Dortmunder,HELLES,OTHER,2011.0,3,Raise decoction to boil and return to mash,149.0,90
265,Jeff’s Untitled Dortmunder,HELLES,OTHER,2011.0,4,Mash out,168.0,10
266,Pickelhaube Märzen,AMBER LAGER,LAGER,,1,Protein Rest,122.0,20
266,Pickelhaube Märzen,AMBER LAGER,LAGER,,2,Mash Out,168.0,10
266,Pickelhaube Märzen,AMBER LAGER,LAGER,,3,Rest,150.0,60
267,Oskar Blues Dale’s Pale Ale,AMERICAN PALE ALE,IPA,2009.0,1,Infusion mash,151.0,90
268,Odell IPA,AMERICAN IPA,IPA,2007.0,1,Mash,154.0,60
269,(512) Brewing Co. Pecan Porter,PORTER,PORTER,,1,Mash,154.0,60
270,Sour Blonde with Apricot,BELGIAN ALE,BELGIAN,2015.0,1,Mash,160.0,15
271,Founders Kentucky Breakfast Stout,Imperial Stout,STOUT,,1,Mash,155.0,60
272,Browneywine (Maltose Falcons & Firestone Walker),BARLEYWINE,STRONG_ALE,1974.0,1,Mash in,155.0,60
273,North Coast Old Rasputin Russian Imperial Stout Clone,IMPERIAL STOUT,STOUT,2007.0,1,Mash at 152\u00b0F,152.0,60
273,North Coast Old Rasputin Russian Imperial Stout Clone,IMPERIAL STOUT,STOUT,2007.0,2,Mash out at 158\u00b0F,158.0,10
274,Gordon Biersch Winter Bock,BOCK,LAGER,2011.0,1,Rest 1,104.0,30
274,Gordon Biersch Winter Bock,BOCK,LAGER,2011.0,2,Rest 2,126.0,30
274,Gordon Biersch Winter Bock,BOCK,LAGER,2011.0,3,Rest 3,144.0,30
274,Gordon Biersch Winter Bock,BOCK,LAGER,2011.0,4,Rest 4,155.0,30
274,Gordon Biersch Winter Bock,BOCK,LAGER,2011.0,5,Rest 5,162.0,30
275,Sierra Nevada Celebration Ale,IPA,IPA,2003.0,1,mash,154.0,45
276,Dark Winter Saison IV,BELGIAN ALE,BELGIAN,2014.0,1,,159.0,60
277,Green Flash West Coast IPA,AMERICAN IPA,IPA,2013.0,1,Mash,152.0,60
278,Chodsko Pivo Bohemian Pilsner,CZECH / BOHO PILS,LAGER,2015.0,1,Mash In,148.0,90
278,Chodsko Pivo Bohemian Pilsner,CZECH / BOHO PILS,LAGER,2015.0,2,Rest at 161\u00b0F (72\u00b0C),161.0,20
278,Chodsko Pivo Bohemian Pilsner,CZECH / BOHO PILS,LAGER,2015.0,3,Rest at 170\u00b0F (77\u00b0C),170.0,15
279,Lagunitas Brown Shugga’ Clone,BARLEYWINE,STRONG_ALE,,1,Mash,155.0,60
280,Delirium Oat Rosemary Pale Ale Recipe,IPA,IPA,,1,Rest,132.0,30
281,Alaskan Smoked Porter Clone,PORTER,PORTER,,1,Mash,152.0,75
282,Left Hand Milk Stout Clone,STOUT,STOUT,,1,Mash,151.0,90
283,Lagunitas Little Sumpin’ Sumpin’ Clone,AMERICAN PALE ALE,IPA,,1,,150.0,90
284,Ardley Brown Ale,BROWN ALE,BROWN_ALE,2012.0,1,Mash at 150\u00b0F,150.0,60
285,Charlie’s Brown Ale,BROWN ALE,BROWN_ALE,2013.0,1,At 122\u00b0F/50\u00b0C,122.0,20
285,Charlie’s Brown Ale,BROWN ALE,BROWN_ALE,2013.0,2,At 143\u00b0F/62\u00b0C,143.0,30
285,Charlie’s Brown Ale,BROWN ALE,BROWN_ALE,2013.0,3,At 152\u00b0F/67\u00b0C,152.0,60
286,Bonnie Prince Charlie’s 80/- Shilling,AMBER ALE,AMBER_ALE,2014.0,1,Mash,156.0,60
286,Bonnie Prince Charlie’s 80/- Shilling,AMBER ALE,AMBER_ALE,2014.0,2,Heat to mash out,168.0,10
287,Deschutes’ Fresh Squeezed IPA Clone,AMERICAN IPA,IPA,,1,Mash,150.0,60
288,Sierra Nevada Ruthless Rye Clone,IPA,IPA,2012.0,1,Mash,154.0,60
288,Sierra Nevada Ruthless Rye Clone,IPA,IPA,2012.0,2,Mash Out,162.0,10
288,Sierra Nevada Ruthless Rye Clone,IPA,IPA,2012.0,3,Raise and sparge,172.0,0
289,Ugly Pug Schwarzbier Clone,DARK LAGER,LAGER,2010.0,1,Mash,152.0,90
290,Dogfish Head Raison D’Etre Clone,BELGIAN ALE,BELGIAN,,1,Mash,152.0,60
291,Oh My Eye! Grapefruit Hefeweizen,FRUIT BEER,OTHER,2008.0,1,Mash,152.0,30
292,Gold,German Pilsner,LAGER,2015.0,1,Acid Rest,147.0,90
292,Gold,German Pilsner,LAGER,2015.0,2,Rest at 148\u00b0F,148.0,5
292,Gold,German Pilsner,LAGER,2015.0,3,Rest at 158\u00b0F,158.0,5
292,Gold,German Pilsner,LAGER,2015.0,4,Mash Out/Remix,170.0,10
293,Isaac’s Standard Lager,AMERICAN LAGER,LAGER,2015.0,1,Mash,149.0,60
294,Vienna Lager,AMBER LAGER,LAGER,2015.0,1,Mash,152.0,60
295,May The Schwarz Be With You,DARK LAGER,LAGER,2015.0,1,Single Infusion,142.0,10
295,May The Schwarz Be With You,DARK LAGER,LAGER,2015.0,2,Decoction Pull,152.0,20
295,May The Schwarz Be With You,DARK LAGER,LAGER,2015.0,3,Main mash hold,154.0,0
296,Saint Martin Doppel,BOCK,LAGER,2015.0,1,Initial mash,125.0,15
296,Saint Martin Doppel,BOCK,LAGER,2015.0,2,First decoction,156.0,15
296,Saint Martin Doppel,BOCK,LAGER,2015.0,3,Second decoction,168.0,10
297,Cream of the Crop,Cream Ale,BLONDE_PALE,2015.0,1,Saccharification Rest,149.0,60
298,Gate Keeper,AMBER LAGER,LAGER,2015.0,1,Mash,149.0,60
299,Ordinarily Bitter,ENGLISH PALE ALE,IPA,2015.0,1,Main Mash,152.0,60
300,3 Angels Kilt Lifter,AMBER ALE,AMBER_ALE,2015.0,1,Mash in,156.0,60
300,3 Angels Kilt Lifter,AMBER ALE,AMBER_ALE,2015.0,2,Mash out,168.0,10
301,Prenup Pale Ale,AMERICAN PALE ALE,IPA,2015.0,1,Mash,148.0,75
302,Kerry’s Session Mild,BROWN ALE,BROWN_ALE,2015.0,1,Protein Rest,132.0,10
302,Kerry’s Session Mild,BROWN ALE,BROWN_ALE,2015.0,2,Mash,154.0,50
302,Kerry’s Session Mild,BROWN ALE,BROWN_ALE,2015.0,3,Mash Out,170.0,1
303,Dyson’s Chocolate Porter,AMERICAN PORTER,PORTER,2015.0,1,Mash,152.0,75
304,Spokonoy Nochi 13,IMPERIAL STOUT,STOUT,2015.0,1,Saccharification Rest,152.0,60
305,Over The Top 7 Hop IPA,AMERICAN IPA,IPA,2015.0,1,Mash,152.0,60
305,Over The Top 7 Hop IPA,AMERICAN IPA,IPA,2015.0,2,Mash Out,170.0,10
306,Weize-Ass Bock,BOCK,LAGER,2015.0,1,Main mash,156.0,90
307,Raspberry Flanders,FLANDERS RED,OTHER,2015.0,1,Mash,154.0,60
307,Raspberry Flanders,FLANDERS RED,OTHER,2015.0,2,Mash Out,165.0,20
308,Oskar’s Gueuze,GUEUZE,OTHER,2015.0,1,Mash,162.0,60
309,Tridevils Tripel T’s,BELGIAN ALE,BELGIAN,2015.0,1,Protein Rest,124.0,20
309,Tridevils Tripel T’s,BELGIAN ALE,BELGIAN,2015.0,2,Rest,147.0,90
309,Tridevils Tripel T’s,BELGIAN ALE,BELGIAN,2015.0,3,Mash Out,168.0,15
311,Raspberry Tart,ENGLISH PALE ALE,IPA,2015.0,1,Mash,159.0,60
312,Mark’s Chipotle Lichtenhainer,HISTORICAL BEER,OTHER,2015.0,1,mash,148.0,70
313,Whales BBDS (Blended Belgian Dark Strong),BELGIAN ALE,BELGIAN,2015.0,1,Mash,153.0,60
314,Citra Session IPA,AMERICAN IPA,IPA,2015.0,1,mash,155.0,60
315,J-Lo & Chew-zacca’s Wild Ride Pale Ale,AMERICAN PALE ALE,IPA,,1,Mash,152.0,60
316,Gunnawanna ‘Toberfest,PALE LAGER,LAGER,2015.0,1,Initial step,132.0,30
316,Gunnawanna ‘Toberfest,PALE LAGER,LAGER,2015.0,2,Mash up,155.0,30
316,Gunnawanna ‘Toberfest,PALE LAGER,LAGER,2015.0,3,Mash out,167.0,0
317,San Diego Dark Session Ale,BROWN ALE,BROWN_ALE,,1,Mash,162.0,45
317,San Diego Dark Session Ale,BROWN ALE,BROWN_ALE,,2,Mash,152.0,45
318,The Bruery’s Black Orchard Wit,BELGIAN ALE,BELGIAN,2009.0,1,Main mash,146.0,60
319,The Tsar’s Kvass,HISTORICAL BEER,OTHER,,1,Mash,152.0,90
320,Czeslaw Dzielak’s Imperial IPA,IMPERIAL / DOUBLE IPA,IPA,2015.0,1,Heat to 150.6-151.7\u00b0F,151.1,17
320,Czeslaw Dzielak’s Imperial IPA,IMPERIAL / DOUBLE IPA,IPA,2015.0,2,Rest,151.1,45
320,Czeslaw Dzielak’s Imperial IPA,IMPERIAL / DOUBLE IPA,IPA,2015.0,3,Heat to 159.8-161\u00b0F,160.4,7
320,Czeslaw Dzielak’s Imperial IPA,IMPERIAL / DOUBLE IPA,IPA,2015.0,4,Rest,160.4,15
320,Czeslaw Dzielak’s Imperial IPA,IMPERIAL / DOUBLE IPA,IPA,2015.0,5,Heat to 169-170\u00b0F,169.5,6
321,Russian River Pliny the Elder Clone,AMERICAN IPA,IPA,,1,Mash at 151-152\u00b0F,151.0,60
321,Russian River Pliny the Elder Clone,AMERICAN IPA,IPA,,2,Mash out at 170\u00b0F,170.0,60
322,Firestone Walker Wookey Jack Clone,IPA,IPA,2014.0,1,Mash at 145-148\u00b0F,146.5,60
322,Firestone Walker Wookey Jack Clone,IPA,IPA,2014.0,2,Increase to 155\u00b0F,155.0,10
323,Deschutes Black Butte Porter Clone,AMERICAN PORTER,PORTER,,1,Mash,153.0,60
323,Deschutes Black Butte Porter Clone,AMERICAN PORTER,PORTER,,2,Mash Out,168.0,1
324,Dogfish Head 90 Minute IPA Clone,IMPERIAL / DOUBLE IPA,IPA,,1,Mash,150.0,60
325,Bastage English Summer Ale,BLONDE ALE,BLONDE_PALE,2011.0,1,Mash,151.0,50
326,Nazz Session IPA,AMERICAN IPA,IPA,,1,Mash,153.0,60
327,Matt’s Sour Brown,BROWN ALE,BROWN_ALE,2011.0,1,Mash,149.0,60
328,2015 Big Brew Recipe #3: Killer Kölsch,HYBRID BEER,OTHER,2015.0,1,Mash rest 1,131.0,10
328,2015 Big Brew Recipe #3: Killer Kölsch,HYBRID BEER,OTHER,2015.0,2,Mash rest 2,145.0,45
328,2015 Big Brew Recipe #3: Killer Kölsch,HYBRID BEER,OTHER,2015.0,3,Mash rest 3,158.0,20
328,2015 Big Brew Recipe #3: Killer Kölsch,HYBRID BEER,OTHER,2015.0,4,Mashout,168.0,10
329,Dollar to Döllnitz Gose,HISTORICAL BEER,OTHER,2015.0,1,Mash,149.0,45
329,Dollar to Döllnitz Gose,HISTORICAL BEER,OTHER,2015.0,2,Secondary mash with acid malt,149.0,45
329,Dollar to Döllnitz Gose,HISTORICAL BEER,OTHER,2015.0,3,Mash out,168.0,60
330,Dan’s Märzen,AMBER LAGER,LAGER,2011.0,1,Rest at 104\u00b0F (40\u00b0C),104.0,30
330,Dan’s Märzen,AMBER LAGER,LAGER,2011.0,2,Rest at 126\u00b0F (52\u00b0C),126.0,30
330,Dan’s Märzen,AMBER LAGER,LAGER,2011.0,3,Rest at 144\u00b0F (62\u00b0C),144.0,30
330,Dan’s Märzen,AMBER LAGER,LAGER,2011.0,4,Rest at 155\u00b0F (68\u00b0C),155.0,30
330,Dan’s Märzen,AMBER LAGER,LAGER,2011.0,5,Rest at 162\u00b0F (72\u00b0C),162.0,30
331,Ryed Hard American Rye Ale,AMERICAN PALE ALE,IPA,2010.0,1,mash in,150.0,60
332,Pagosa’s Shreddin’ Red IPA Clone,AMERICAN IPA,IPA,,1,Mash at 152\u00b0F (67\u00b0C) for 45 minutes,152.0,45
333,Newcastle Brown Ale Clone,BROWN ALE,BROWN_ALE,2001.0,1,Mash,154.0,60
334,My Smoked Dark Heart Lager,DARK LAGER,LAGER,2009.0,1,Mash at 125\u00b0F (52\u00b0C),125.0,20
334,My Smoked Dark Heart Lager,DARK LAGER,LAGER,2009.0,2,Mash at 154\u00b0F (68\u00b0C),154.0,60
335,Valymber Strong Bitter,ENGLISH PALE ALE,IPA,2002.0,1, mash,155.0,90
336,Stout Trousers,AMERICAN STOUT,STOUT,2009.0,1,Mash,154.0,60
337,Sweet Mischief Vienna-Mild,AMBER LAGER,LAGER,2012.0,1,Initial resting,132.0,30
337,Sweet Mischief Vienna-Mild,AMBER LAGER,LAGER,2012.0,2,Saccharification,155.0,30
337,Sweet Mischief Vienna-Mild,AMBER LAGER,LAGER,2012.0,3,Mash Out,167.0,0
339,Jabberwocky Maibock,BOCK,LAGER,2004.0,1,Saccharification,132.0,30
339,Jabberwocky Maibock,BOCK,LAGER,2004.0,2,Mash Out,167.0,15
340,Better Red Than Dead,AMBER ALE,AMBER_ALE,2009.0,1,Mash,153.0,60
341,American Malt Liquor (Olde English Clone),AMERICAN LAGER,LAGER,,1,Initial mash,122.0,30
341,American Malt Liquor (Olde English Clone),AMERICAN LAGER,LAGER,,2,Saccharification,150.0,60
341,American Malt Liquor (Olde English Clone),AMERICAN LAGER,LAGER,,3,Mash Out,167.0,0
342,Black is Back,BELGIAN ALE,BELGIAN,2013.0,1,Initial Mash,132.0,30
342,Black is Back,BELGIAN ALE,BELGIAN,2013.0,2,Saccharification,155.0,30
342,Black is Back,BELGIAN ALE,BELGIAN,2013.0,3,Mash Out,167.0,0
343,Yak & Yeti’s Chai Milk Stout Clone,SPICE & HERB BEER,OTHER,2013.0,1,Mash,151.0,60
344,Ruabeoir Red Ale,AMBER ALE,AMBER_ALE,,1,Mash,153.0,60
345,Hop Hammer,IMPERIAL / DOUBLE IPA,IPA,,1,Mash,150.0,60
347,Belgian Bombshell,BELGIAN ALE,BELGIAN,2009.0,1,Mash,152.0,60
351,Falconclaws (Samichlaus),BOCK,LAGER,,1,Mash In,124.0,30
351,Falconclaws (Samichlaus),BOCK,LAGER,,2,Saccharification Rest,154.0,60
352,Belgian IPA,BELGIAN ALE,BELGIAN,2011.0,1,Mash,145.0,45
352,Belgian IPA,BELGIAN ALE,BELGIAN,2011.0,2,Raise temperature,155.0,15
352,Belgian IPA,BELGIAN ALE,BELGIAN,2011.0,3,Mash out,165.0,0
356,Yellow Diamond Belgian Pale Ale,BELGIAN ALE,BELGIAN,,1,Mash,152.0,60
358,Hibiscus Mango Blonde,BLONDE ALE,BLONDE_PALE,2012.0,1,Mash,151.0,45
359,Classic American Pilsner,PILSNER,LAGER,2012.0,1,Mash,150.0,75
360,Orpheo Roja (Chimay Red Clone),BELGIAN ALE,BELGIAN,2000.0,1,Mash,154.0,60
362,Rogue Dead Guy Ale Clone,BOCK,LAGER,2003.0,1,Mash,150.0,60
364,Not-So Pilsener,PILSNER,LAGER,2005.0,1,Protein Rest or similar,132.0,30
364,Not-So Pilsener,PILSNER,LAGER,2005.0,2,Saccharification rest,155.0,30
364,Not-So Pilsener,PILSNER,LAGER,2005.0,3,Mash Out or similar,167.0,0
365,Baltic Porter,BALTIC PORTER,PORTER,2006.0,1,Mash,150.0,90
366,Nirvana Chanterelle Ale,SPICE & HERB BEER,OTHER,,1,Initial mash,113.0,30
366,Nirvana Chanterelle Ale,SPICE & HERB BEER,OTHER,,2,Raise to saccharification,145.0,30
366,Nirvana Chanterelle Ale,SPICE & HERB BEER,OTHER,,3,Ramp to mash temp,156.0,45
367,Sticke Alt,ALTBIER,OTHER,,1,Protein Rest,122.0,30
367,Sticke Alt,ALTBIER,OTHER,,2,Beta Saccharification Rest,148.0,15
367,Sticke Alt,ALTBIER,OTHER,,3,Alpha Saccharification Rest,156.0,15
367,Sticke Alt,ALTBIER,OTHER,,4,Mash Out,170.0,0
369,Lampo Bianco (White Lightning),BELGIAN ALE,BELGIAN,2012.0,1,Infusion mash,154.0,60
370,100% Brettanomyces Farmhouse,FARMHOUSE BEER,BELGIAN,2012.0,1,,151.0,60
371,Caribbean Stout,FOREIGN / TROPICAL STOUT,STOUT,,1,,156.0,60
372,Smoked Robust Porter,PORTER,PORTER,,1,Infusion,154.0,60
373,So Very Cherry White,BELGIAN ALE,BELGIAN,2011.0,1,Mash,148.0,60
374,Pliny the Toddler,AMERICAN IPA,IPA,2011.0,1,Mash at 152\u00b0F,152.0,60
379,Carla’s Oat Brown Ale,BROWN ALE,BROWN_ALE,2010.0,1,Initial Mash,132.0,30
379,Carla’s Oat Brown Ale,BROWN ALE,BROWN_ALE,2010.0,2,Rest with Oats and Pale Malt,155.0,30
379,Carla’s Oat Brown Ale,BROWN ALE,BROWN_ALE,2010.0,3,Mash Out,167.0,0
380,Dubbel Trouble,BELGIAN ALE,BELGIAN,2009.0,1,45 min at 105 \u00b0F,105.0,45
380,Dubbel Trouble,BELGIAN ALE,BELGIAN,2009.0,2,30 min at 140 \u00b0F,140.0,30
380,Dubbel Trouble,BELGIAN ALE,BELGIAN,2009.0,3,Raise to 160 \u00b0F over 30 min,160.0,30
380,Dubbel Trouble,BELGIAN ALE,BELGIAN,2009.0,4,Hold for 15 min,160.0,15
382,Passionfruit-Mango Wildfire Wheat,AMERICAN WHEAT,WHEAT_BEER,2010.0,1,Mash,151.0,60
383,Bohemian Thriller,CZECH / BOHO PILS,LAGER,2010.0,1,Protein Rest,132.0,30
383,Bohemian Thriller,CZECH / BOHO PILS,LAGER,2010.0,2,Mash Out,167.0,1
384,Rocket Rod Romanak’s Positively Porter,BALTIC PORTER,PORTER,,1,Mash,154.0,60
385,American Barleywine,BARLEYWINE,STRONG_ALE,,1,Mash,152.0,60
388,Munich Helles,HELLES,OTHER,,1,Mash,152.0,60
389,Big Black’s Revenge,DARK LAGER,LAGER,,1,Steep grains,170.0,30
391,Danny’s Bock,BOCK,LAGER,2009.0,1,Mash,154.0,45
392,Scott’s Scottish Heavy,AMBER ALE,AMBER_ALE,2009.0,1,Mash,158.0,90
397,A Day in Vienna (Vienna Lager),VIENNA LAGER,LAGER,2023.0,1,Mash,152.0,60
398,Rainforest Dark Sweet Stout,SWEET / MILK STOUT,STOUT,,1,Mash,152.0,60
399,The Induction IPA,SPECIALTY IPA,IPA,2023.0,1,Mash,148.0,60
400,Degobah Dunkel,DARK LAGER,LAGER,2024.0,1,Mash,150.0,45
401,Jabba Juice Hazy IPA,HAZY / NEW ENGLAND IPA,IPA,2024.0,1,Mash,153.0,60
401,Jabba Juice Hazy IPA,HAZY / NEW ENGLAND IPA,IPA,2024.0,2,Mash Out,167.0,10
402,Critter Milk Stout,STOUT,STOUT,2023.0,1,Mash at 154\u00b0F (68\u00b0C),154.0,60
402,Critter Milk Stout,STOUT,STOUT,2023.0,2,Circulate mash at 166\u00b0F (74\u00b0C),166.0,10
403,SFB 21 Wild Ale,WILD ALE,OTHER,2023.0,1,Mash,152.0,60
404,Bière Vide Lambic,SOUR ALE,SOUR,2023.0,1,Protein Rest,122.0,30
404,Bière Vide Lambic,SOUR ALE,SOUR,2023.0,2,Saccharification Rest,152.0,75
404,Bière Vide Lambic,SOUR ALE,SOUR,2023.0,3,Mash Out,168.0,10
405,Mark3 Australian Sparkling Ale,PALE ALE,IPA,2023.0,1,Mash at 122\u00b0F,122.0,10
405,Mark3 Australian Sparkling Ale,PALE ALE,IPA,2023.0,2,Mash at 156\u00b0F,156.0,45
406,The Most Gluggable Czech Dark Lager,DARK LAGER,LAGER,2023.0,1,Mash,152.0,60
407,A Mild Case Dark Mild,MILD,OTHER,2023.0,1,Mash,154.0,60
408,Cliftyfest Festbier,FESTBIER,OTHER,2023.0,1,First mash rest,145.0,35
408,Cliftyfest Festbier,FESTBIER,OTHER,2023.0,2,Second mash rest,158.0,45
409,Zecks Panther Dunkles Bock,BOCK,LAGER,2023.0,1,Protein Rest,127.0,20
409,Zecks Panther Dunkles Bock,BOCK,LAGER,2023.0,2,Main Mash,154.0,60
409,Zecks Panther Dunkles Bock,BOCK,LAGER,2023.0,3,Decoction,169.0,0
410,Maxwell Porter,ENGLISH PORTER,PORTER,2023.0,1,Mash,152.0,60
410,Maxwell Porter,ENGLISH PORTER,PORTER,2023.0,2,Mash Out,168.0,10
411,Pumpkin Pie Ale,PUMPKIN BEER,OTHER,2023.0,1,Mash,155.0,60
412,Baltischer Baltic Porter,BALTIC PORTER,PORTER,2023.0,1,Initial Mash,145.0,20
412,Baltischer Baltic Porter,BALTIC PORTER,PORTER,2023.0,2,Decoction pull 1,152.0,20
412,Baltischer Baltic Porter,BALTIC PORTER,PORTER,2023.0,3,Decoction pull 2,158.0,20
413,MI Blonde Baby (Blonde Ale),BLONDE ALE,BLONDE_PALE,2023.0,1,Mash,146.0,60
414,Sable Porter (2023 version),AMERICAN PORTER,PORTER,2023.0,1,Mash,155.0,60
414,Sable Porter (2023 version),AMERICAN PORTER,PORTER,2023.0,2,Mash Out,167.0,10
415,Goats in a Tree in a Mezcal Barrel,WOOD-AGED BEER,OTHER,2023.0,1,Acid Rest,128.0,10
