"title","style","year","url","original_category","final_category","medal","batch_size_gal","og","fg","abv_pct","ibu","srm","efficiency_pct","malts_json","hops_json","yeast_json","adjuncts_json","num_malts","num_hops","num_adjuncts","mash_type","mash_steps_json","num_mash_steps","boil_time_min","fermentation_stages_json","num_fermentation_stages","water_description","water_Ca_ppm","water_Mg_ppm","water_Na_ppm","water_Cl_ppm","water_SO4_ppm","water_HCO3_ppm","water_salt_additions_json","water_volume_gal","extract_version"
"Gunn Clan Scotch Ale","AMBER ALE","2011.0","https://www.homebrewersassociation.org/homebrew-recipe/gunn-clan-scotch-ale/","['All-Grain', 'Ale']","Beer","No Medal","5.5","1.13","","","32.0","23.0","","[{""name"": ""Pauls Mild Ale malt"", ""amount"": 6.8, ""unit"": ""kg"", ""color_L"": null}, {""name"": ""Crisp Maris Otter malt"", ""amount"": 6.8, ""unit"": ""kg"", ""color_L"": null}, {""name"": ""roasted barley"", ""amount"": 170.0, ""unit"": ""g"", ""color_L"": null}]","[{""name"": ""Northern Brewer"", ""amount"": 42.0, ""unit"": ""g"", ""alpha_acid_pct"": 8.5, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Northern Brewer"", ""amount"": 14.0, ""unit"": ""g"", ""alpha_acid_pct"": 8.5, ""time_min"": 30, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""White Labs WLP028 Edinburgh ale yeast"", ""brand"": null, ""product_code"": null, ""starter_volume_L"": null}","[]","3","2","0","Single Infusion","[{""name"": ""Mash"", ""temp_F"": 158.0, ""time_min"": 120}]","1","60.0","[]","0","","","","","","","","","",""
"Stairway to Heaven Belgian Specialty Ale","BELGIAN ALE","2008.0","https://www.homebrewersassociation.org/homebrew-recipe/stairway-heaven-belgian-specialty-ale/","['All-Grain', 'Ale']","Beer","No Medal","10.0","1.082","1.014","8.9","13.0","","","[{""name"": ""Castle Pilsner malt"", ""amount"": 22.0, ""unit"": ""lb"", ""color_L"": null}]","[{""name"": ""East Kent Goldings"", ""amount"": 2.0, ""unit"": ""oz"", ""alpha_acid_pct"": 3.0, ""time_min"": 75, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Saaz"", ""amount"": 1.0, ""unit"": ""oz"", ""alpha_acid_pct"": 3.0, ""time_min"": 15, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""Belgian Ardennes"", ""brand"": ""Wyeast"", ""product_code"": ""3522"", ""starter_volume_L"": 2.0}","[{""item"": ""cane sugar"", ""amount"": 4.0, ""unit"": ""lb"", ""category"": ""sugar"", ""timing"": ""boil"", ""purpose"": null, ""notes"": null}, {""item"": ""coriander"", ""amount"": 0.5, ""unit"": ""oz"", ""category"": ""spice"", ""timing"": ""20 min"", ""purpose"": null, ""notes"": null}, {""item"": ""ginger"", ""amount"": 0.25, ""unit"": ""oz"", ""category"": ""spice"", ""timing"": ""20 min"", ""purpose"": null, ""notes"": null}, {""item"": ""grains of Paradise"", ""amount"": 0.5, ""unit"": ""oz"", ""category"": ""spice"", ""timing"": ""20 min"", ""purpose"": null, ""notes"": null}]","1","2","4","Single Infusion","[{""name"": ""Mash In"", ""temp_F"": 148.0, ""time_min"": 60}, {""name"": ""Mash Out"", ""temp_F"": 168.0, ""time_min"": 0}]","2","90.0","[{""stage"": ""Primary"", ""start_temp_F"": 72.0, ""end_temp_F"": 80.0, ""duration_days"": null, ""ramp_per_day_F"": null}, {""stage"": ""Secondary"", ""start_temp_F"": 70.0, ""end_temp_F"": 74.0, ""duration_days"": null, ""ramp_per_day_F"": null}]","2","","","","","","","","","",""
"Bill’s Farmhouse Ale","BELGIAN ALE","2005.0","https://www.homebrewersassociation.org/homebrew-recipe/bills-farmhouse-ale/","['All-Grain', 'Ale']","Beer","No Medal","5.0","1.068","1.012","7.35","25.0","4.0","","[{""name"": ""two-row malt"", ""amount"": 6.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Vienna malt"", ""amount"": 4.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""wheat malt"", ""amount"": 1.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""flaked oats"", ""amount"": 1.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""corn sugar"", ""amount"": 0.75, ""unit"": ""lb"", ""color_L"": null}]","[{""name"": ""Hallertauer hops"", ""amount"": 1.0, ""unit"": ""oz"", ""alpha_acid_pct"": 4.7, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Hallertauer hops"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": 4.7, ""time_min"": 30, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Hallertauer hops"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": 4.7, ""time_min"": 10, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""Saison Yeast"", ""brand"": null, ""product_code"": null, ""starter_volume_L"": null}","[{""item"": ""dried bitter orange peel"", ""amount"": 0.5, ""unit"": ""oz"", ""category"": ""fruit"", ""timing"": ""boil"", ""purpose"": null, ""notes"": null}, {""item"": ""corn sugar"", ""amount"": 0.75, ""unit"": ""lb"", ""category"": ""sugar"", ""timing"": ""boil"", ""purpose"": null, ""notes"": null}]","5","3","2","Single Infusion","[{""name"": ""Main Mash"", ""temp_F"": 153.0, ""time_min"": 60}]","1","90.0","[{""stage"": ""primary"", ""start_temp_F"": 72.0, ""end_temp_F"": 72.0, ""duration_days"": 14, ""ramp_per_day_F"": null}, {""stage"": ""secondary"", ""start_temp_F"": 70.0, ""end_temp_F"": 70.0, ""duration_days"": 14, ""ramp_per_day_F"": null}]","2","","","","","","","","","",""
"Springtime in Amarillo Saison","BELGIAN ALE","2008.0","https://www.homebrewersassociation.org/homebrew-recipe/toad-spit-stout/","['All-Grain', 'Ale']","Beer","No Medal","5.0","1.065","","","65.0","","75.0","[{""name"": ""Belgian Pilsner malt"", ""amount"": 7.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""German wheat malt"", ""amount"": 4.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Aromatic malt"", ""amount"": 0.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Turbinado sugar"", ""amount"": 0.5, ""unit"": ""lb"", ""color_L"": null}]","[{""name"": ""Amarillo pellet hops"", ""amount"": 1.25, ""unit"": ""oz"", ""alpha_acid_pct"": 8.4, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Amarillo pellet hops"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": 8.4, ""time_min"": 20, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Amarillo pellet hops"", ""amount"": 1.0, ""unit"": ""oz"", ""alpha_acid_pct"": 8.4, ""time_min"": 0, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","null","[]","4","3","0","Single Infusion","[{""name"": ""Mash"", ""temp_F"": 153.0, ""time_min"": 60}]","1","90.0","[]","0","","","","","","","","[]","",""
"#BiggestSmallBeerEver Porter","AMERICAN PORTER","2016.0","https://www.homebrewersassociation.org/homebrew-recipe/biggestsmallbeerever/","['All-Grain', 'Ale']","Beer","CLONE","6.5","1.062","1.016","6.0","43.0","24.0","","[{""name"": ""Golden Promise malt"", ""amount"": 7.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""American 2-row malt"", ""amount"": 5.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Malted oats"", ""amount"": 1.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Pale chocolate malt"", ""amount"": 1.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Roasted barley"", ""amount"": 4.0, ""unit"": ""oz"", ""color_L"": null}, {""name"": ""Black patent malt"", ""amount"": 1.5, ""unit"": ""oz"", ""color_L"": null}, {""name"": ""Peated or smoked malt"", ""amount"": 1.5, ""unit"": ""oz"", ""color_L"": null}, {""name"": ""Crystal 75\\u00b0 L"", ""amount"": 5.0, ""unit"": ""oz"", ""color_L"": null}, {""name"": ""Crystal 120\\u00b0 L"", ""amount"": 5.0, ""unit"": ""oz"", ""color_L"": null}]","[{""name"": ""Magnum"", ""amount"": 0.75, ""unit"": ""oz"", ""alpha_acid_pct"": 30.0, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Fuggles"", ""amount"": 0.75, ""unit"": ""oz"", ""alpha_acid_pct"": 8.0, ""time_min"": 30, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Fuggles"", ""amount"": 0.75, ""unit"": ""oz"", ""alpha_acid_pct"": 8.0, ""time_min"": 15, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Fuggles"", ""amount"": 0.75, ""unit"": ""oz"", ""alpha_acid_pct"": 8.0, ""time_min"": 2, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""Irish Ale yeast"", ""brand"": null, ""product_code"": null, ""starter_volume_L"": null}","[]","9","4","0","Single Infusion","[{""name"": ""Mash in"", ""temp_F"": 150.0, ""time_min"": 60}]","1","60.0","[{""stage"": ""Primary"", ""start_temp_F"": 66.0, ""end_temp_F"": 68.0, ""duration_days"": null, ""ramp_per_day_F"": null}]","1","","","","","","","","","",""
"Snowdrop (Kottbusser)","FARMHOUSE BEER","2015.0","https://www.homebrewersassociation.org/homebrew-recipe/grimm-brothers-brewhouse-snowdrop-kottbusser-recipe/","['All-Grain', 'Ale']","Beer","CLONE","5.0","","","7.0","","","","[{""name"": ""Pilsen malt"", ""amount"": 6.0, ""unit"": ""lbs"", ""color_L"": null}, {""name"": ""Wheat malt"", ""amount"": 3.0, ""unit"": ""lbs"", ""color_L"": null}, {""name"": ""Flaked Oats"", ""amount"": 0.7, ""unit"": ""lbs"", ""color_L"": null}, {""name"": ""Molasses"", ""amount"": 18.0, ""unit"": ""g"", ""color_L"": null}, {""name"": ""Honey"", ""amount"": 36.0, ""unit"": ""g"", ""color_L"": null}]","[{""name"": ""Hallertau hops"", ""amount"": 0.05, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 0, ""usage"": ""FWH"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Magnum hops"", ""amount"": 0.25, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 75, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Hallertau hops"", ""amount"": 0.25, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 30, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Hallertau hops"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 0, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Saaz hops"", ""amount"": 1.0, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 0, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""German Ale/Kolsch Yeast"", ""brand"": ""White Labs"", ""product_code"": ""WLP029"", ""starter_volume_L"": null}","[]","5","5","0","Single Infusion","[{""name"": ""Mash"", ""temp_F"": 152.0, ""time_min"": 60}]","1","90.0","[{""stage"": ""Primary"", ""start_temp_F"": 63.0, ""end_temp_F"": 63.0, ""duration_days"": null, ""ramp_per_day_F"": null}]","1","","","","","","","","","",""
"English Pale Ale (ESB) by AHA Members","ENGLISH PALE ALE","","https://www.homebrewersassociation.org/homebrew-recipe/english-pale-ale-esb-by-aha-members-brew-gentlemen-brewing-co/","['All-Grain', 'Ale']","Beer","No Medal","5.0","1.062","1.016","6.0","33.0","14.0","","[{""name"": ""Maris Otter malt"", ""amount"": 10.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""60\\u00b0L crystal malt"", ""amount"": 12.0, ""unit"": ""oz"", ""color_L"": 60.0}, {""name"": ""160\\u00b0L crystal malt"", ""amount"": 5.0, ""unit"": ""oz"", ""color_L"": 160.0}]","[{""name"": ""Cascade"", ""amount"": 1.0, ""unit"": ""oz"", ""alpha_acid_pct"": 7.0, ""time_min"": 0, ""usage"": ""first wort"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Fuggle"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": 4.75, ""time_min"": 30, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Fuggle"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": 4.75, ""time_min"": 10, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""London Ale Yeast (1028)"", ""brand"": null, ""product_code"": null, ""starter_volume_L"": null}","[]","3","3","0","Single Infusion","[{""name"": ""Mash"", ""temp_F"": 152.0, ""time_min"": 60}]","1","60.0","[{""stage"": ""Primary"", ""start_temp_F"": 68.0, ""end_temp_F"": 68.0, ""duration_days"": null, ""ramp_per_day_F"": null}]","1","","","","","","","","","","Extract Option"
"Milk Stout with Pumpkin, Coffee & Vanilla","COFFEE BEER","","https://www.homebrewersassociation.org/homebrew-recipe/milk-stout-pumpkin-beer-recipe-with-coffee-vanilla/","['All-Grain', 'Ale']","Beer","No Medal","5.0","1.091","1.019","9.45","38.0","46.0","","[{""name"": ""2-Row malt"", ""amount"": 12.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Flaked Barley"", ""amount"": 2.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Pale Chocolate malt"", ""amount"": 1.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Roasted Barley"", ""amount"": 0.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Midnight Wheat malt"", ""amount"": 0.5, ""unit"": ""lb"", ""color_L"": null}]","[{""name"": ""Magnum pellets"", ""amount"": 0.8, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Golding pellets"", ""amount"": 1.0, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 30, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""San Diego Super Yeast"", ""brand"": ""White Labs"", ""product_code"": ""WLP090"", ""starter_volume_L"": null}","[{""item"": ""Lactose"", ""amount"": 454.0, ""unit"": ""g"", ""category"": ""sugar"", ""timing"": ""10 min"", ""purpose"": null, ""notes"": null}, {""item"": ""Pumpkin Spice"", ""amount"": 2.0, ""unit"": ""tsp"", ""category"": ""spice"", ""timing"": ""1 min"", ""purpose"": null, ""notes"": null}, {""item"": ""Madagascar Vanilla Beans"", ""amount"": 2.0, ""unit"": ""whole"", ""category"": ""spice"", ""timing"": ""7 days"", ""purpose"": ""flavor"", ""notes"": ""Split vanilla beans, scrape, and infuse in vodka for vanilla extract""}, {""item"": ""Medium roast coffee beans"", ""amount"": 0.5, ""unit"": ""lb"", ""category"": ""fruit"", ""timing"": ""bottling"", ""purpose"": ""flavor"", ""notes"": ""Cold brew, added at bottling""}]","5","2","4","Single Infusion","[{""name"": ""Mash"", ""temp_F"": 153.0, ""time_min"": 60}]","1","60.0","[{""stage"": ""Primary"", ""start_temp_F"": null, ""end_temp_F"": null, ""duration_days"": null, ""ramp_per_day_F"": null}]","1","","","","","","","","","",""
"Spencer Brewery Trappist Ale","BELGIAN ALE","","https://www.homebrewersassociation.org/homebrew-recipe/spencer-brewery-trappist-ale/","['All-Grain', 'Ale']","Beer","CLONE","5.0","1.054","1.013","5.0","20.0","6.0","","[{""name"": ""2- row malt"", ""amount"": 6.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""6-row malt"", ""amount"": 3.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""CaraMunich malt"", ""amount"": 0.5, ""unit"": ""lb"", ""color_L"": null}]","[{""name"": ""Perle"", ""amount"": 0.35, ""unit"": ""oz"", ""alpha_acid_pct"": 7.75, ""time_min"": 90, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Cascade"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": 7.0, ""time_min"": 30, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""Belgian yeast (Wyeast 1214, 1388, 1762 or WLP 530, 550)"", ""brand"": ""Wyeast/WLP"", ""product_code"": null, ""starter_volume_L"": null}","[]","3","2","0","Step Mash","[{""name"": ""Mash In"", ""temp_F"": 122.0, ""time_min"": 0}, {""name"": ""Heat and hold"", ""temp_F"": 145.0, ""time_min"": 45}, {""name"": ""Raise temperature"", ""temp_F"": 162.0, ""time_min"": 15}, {""name"": ""Heat and transfer"", ""temp_F"": 172.0, ""time_min"": 0}]","4","","[{""stage"": ""Primary"", ""start_temp_F"": 66.0, ""end_temp_F"": 66.0, ""duration_days"": 7, ""ramp_per_day_F"": null}, {""stage"": ""Maturation"", ""start_temp_F"": 41.0, ""end_temp_F"": 41.0, ""duration_days"": 7, ""ramp_per_day_F"": null}]","2","","","","","","","","","",""
"Saison D’Potiron","BELGIAN ALE","2013.0","https://www.homebrewersassociation.org/homebrew-recipe/saison-dpotiron-pumpkin-ale/","['All-Grain', 'Ale']","Beer","No Medal","10.0","1.07","1.014","7.35","28.0","13.0","","[{""name"": ""six-row pale malt"", ""amount"": 19.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""60\\u00b0 L crystal malt"", ""amount"": 1.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Victory malt"", ""amount"": 1.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""melanoidin malt"", ""amount"": 1.25, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""rice hulls"", ""amount"": 1.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""canned pumpkin"", ""amount"": 6.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""maple syrup"", ""amount"": 2.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""wildflower honey"", ""amount"": 2.0, ""unit"": ""lb"", ""color_L"": null}]","[{""name"": ""Mangum pellets"", ""amount"": 28.0, ""unit"": ""g"", ""alpha_acid_pct"": 14.0, ""time_min"": 90, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""East Coast Yeast Saison Brasserie Blend"", ""brand"": ""East Coast Yeast"", ""product_code"": ""WLP 565 or Wyeast 3711"", ""starter_volume_L"": null}","[{""item"": ""Pumpkin pie spice"", ""amount"": 1.0, ""unit"": ""tbs"", ""category"": ""spice"", ""timing"": ""kegging"", ""purpose"": ""flavor"", ""notes"": ""Not added to Saison D\\u2019Potiron, used in Pocahontas Pumpkin ale""}]","8","1","1","Step Mash","[{""name"": ""Protein Rest"", ""temp_F"": 120.0, ""time_min"": 10}, {""name"": ""Saccharification Rest"", ""temp_F"": 154.0, ""time_min"": 60}, {""name"": ""Mash Out"", ""temp_F"": 168.0, ""time_min"": 10}]","3","90.0","[{""stage"": ""Primary"", ""start_temp_F"": 68.0, ""end_temp_F"": null, ""duration_days"": 14, ""ramp_per_day_F"": null}, {""stage"": ""Raise temperature"", ""start_temp_F"": 68.0, ""end_temp_F"": 78.0, ""duration_days"": 0, ""ramp_per_day_F"": null}, {""stage"": ""Secondary"", ""start_temp_F"": 78.0, ""end_temp_F"": null, ""duration_days"": 14, ""ramp_per_day_F"": null}]","3","","","","","","","","","",""
"Duck Slippers Session Helles","HELLES","2014.0","https://www.homebrewersassociation.org/homebrew-recipe/duck-slippers-session-helles/","['All-Grain', 'Lager']","Beer","No Medal","5.5","1.04","1.01","4.0","21.0","6.0","","[{""name"": ""floor-malted Bohemian pale malt"", ""amount"": 6.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""aromatic malt"", ""amount"": 12.0, ""unit"": ""oz"", ""color_L"": null}, {""name"": ""Gambrinus honey malt"", ""amount"": 12.0, ""unit"": ""oz"", ""color_L"": null}, {""name"": ""German sauer (acidulated) malt"", ""amount"": 4.0, ""unit"": ""oz"", ""color_L"": null}]","[{""name"": ""Mt. Hood"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": 5.0, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": """"}, {""name"": ""German Hallertauer"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": 4.3, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": """"}, {""name"": ""German Saphir"", ""amount"": 0.63, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 1, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": """"}, {""name"": ""German Saphir"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": null, ""usage"": ""dry hop"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": """"}, {""name"": ""Crystal pellet hops"", ""amount"": 0.25, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": null, ""usage"": ""dry hop"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": """"}]","{""name"": ""German or Bavarian type lager yeast"", ""brand"": null, ""product_code"": null, ""starter_volume_L"": null}","[{""item"": ""powdered Irish moss"", ""amount"": 1.0, ""unit"": ""g"", ""category"": ""processing_aid"", ""timing"": ""last 10 minutes of boil"", ""purpose"": null, ""notes"": """"}, {""item"": ""corn sugar"", ""amount"": 175.0, ""unit"": ""ml"", ""category"": ""sugar"", ""timing"": ""priming"", ""purpose"": null, ""notes"": ""for bottling""}]","4","5","2","Step Infusion","[{""name"": ""Infusion"", ""temp_F"": 132.0, ""time_min"": 30}, {""name"": ""Mash Out"", ""temp_F"": 155.0, ""time_min"": 30}, {""name"": ""Rinse"", ""temp_F"": 167.0, ""time_min"": 0}]","3","60.0","[{""stage"": ""Primary"", ""start_temp_F"": 55.0, ""end_temp_F"": null, ""duration_days"": 7, ""ramp_per_day_F"": null}]","1","","","","","","","","","",""
"Summer Rye","WHEAT & RYE BEER","","https://www.homebrewersassociation.org/homebrew-recipe/summer-rye/","['All-Grain', 'Ale']","Beer","No Medal","6.5","1.049","1.006","5.7","25.0","4.0","75.0","[{""name"": ""US two-row"", ""amount"": 4.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""UK Golden Promise"", ""amount"": 3.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Wheat malt"", ""amount"": 3.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Rye malt"", ""amount"": 1.5, ""unit"": ""lb"", ""color_L"": null}]","[{""name"": ""NZ Motueka pellet hops"", ""amount"": 2.0, ""unit"": ""oz"", ""alpha_acid_pct"": 7.5, ""time_min"": 0, ""usage"": ""dry hop"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""California Ale Yeast"", ""brand"": ""White Labs"", ""product_code"": ""WLP001"", ""starter_volume_L"": null}","[]","4","1","0","Step Mash","[{""name"": ""Protein Rest"", ""temp_F"": 131.0, ""time_min"": 15}, {""name"": ""Mash"", ""temp_F"": 151.0, ""time_min"": 60}]","2","90.0","[{""stage"": ""Primary"", ""start_temp_F"": 66.0, ""end_temp_F"": 66.0, ""duration_days"": null, ""ramp_per_day_F"": null}]","1","Reverse Osmosis water treated with 1/4 tsp 10% phosphoric acid per 5 gallons. 1 tsp CaCl2 in mash.","","","","","","","[{""salt_type"": ""CaCl2"", ""amount"": 1.0, ""unit"": ""tsp"", ""notes"": null}]","6.5",""
