recipe_id,title,url
256,Sippin’ on the Dock of the Bay IPA,https://www.homebrewersassociation.org/homebrew-recipe/sippin-on-the-dock-of-the-bay-ipa/
257,Deschutes Chainbreaker White IPA Clone,https://www.homebrewersassociation.org/homebrew-recipe/deschutes-chainbreaker-white-ipa-clone/
258,Evil Twin,https://www.homebrewersassociation.org/homebrew-recipe/evil-twin/
259,Russian River Blind Pig IPA Clone,https://www.homebrewersassociation.org/homebrew-recipe/russian-river-blind-pig-ipa-clone/
260,Victory Brewing Co. Prima Pils Clone,https://www.homebrewersassociation.org/homebrew-recipe/victory-prima-pils-clone/
261,Collective Hoppiness,https://www.homebrewersassociation.org/homebrew-recipe/collective-hoppiness/
262,Kalyke Blonde,https://www.homebrewersassociation.org/homebrew-recipe/kalyke-blonde/
263,Summertime Ginger Ale,https://www.homebrewersassociation.org/homebrew-recipe/summertime-ginger-ale/
264,LAB Coconut Porter,https://www.homebrewersassociation.org/homebrew-recipe/lab-coconut-porter/
265,Jeff’s Untitled Dortmunder,https://www.homebrewersassociation.org/homebrew-recipe/jeffs-untitled-dortmunder/
266,Pickelhaube Märzen,https://www.homebrewersassociation.org/homebrew-recipe/pickelhaube-marzen/
267,Oskar Blues Dale’s Pale Ale,https://www.homebrewersassociation.org/homebrew-recipe/oskar-blue-dales-pale-ale-clone/
268,Odell IPA,https://www.homebrewersassociation.org/homebrew-recipe/odell-ipa/
269,(512) Brewing Co. Pecan Porter,https://www.homebrewersassociation.org/homebrew-recipe/512-brewing-co-pecan-porter/
270,Sour Blonde with Apricot,https://www.homebrewersassociation.org/homebrew-recipe/sour-blonde-with-apricot/
271,Founders Kentucky Breakfast Stout,https://www.homebrewersassociation.org/homebrew-recipe/kentucky-breakfast-stout/
272,Browneywine (Maltose Falcons & Firestone Walker),https://www.homebrewersassociation.org/homebrew-recipe/browneywine/
273,North Coast Old Rasputin Russian Imperial Stout Clone,https://www.homebrewersassociation.org/homebrew-recipe/north-coast-old-rasputin-clone/
274,Gordon Biersch Winter Bock,https://www.homebrewersassociation.org/homebrew-recipe/gordon-biersch-winter-bock/
275,Sierra Nevada Celebration Ale,https://www.homebrewersassociation.org/homebrew-recipe/sierra-nevada-celebration-ale/
276,Dark Winter Saison IV,https://www.homebrewersassociation.org/homebrew-recipe/dark-winter-saison-recipe-iv/
277,Green Flash West Coast IPA,https://www.homebrewersassociation.org/homebrew-recipe/green-flash-west-coast-ipa/
278,Chodsko Pivo Bohemian Pilsner,https://www.homebrewersassociation.org/homebrew-recipe/chodsko-pivo-bohemian-pilsner-recipe/
279,Lagunitas Brown Shugga’ Clone,https://www.homebrewersassociation.org/homebrew-recipe/lagunitas-brown-shugga-clone/
280,Delirium Oat Rosemary Pale Ale Recipe,https://www.homebrewersassociation.org/homebrew-recipe/delirium-oat-rosemary-pale-ale-recipe/
281,Alaskan Smoked Porter Clone,https://www.homebrewersassociation.org/homebrew-recipe/alaskan-smoked-porter-clone/
282,Left Hand Milk Stout Clone,https://www.homebrewersassociation.org/homebrew-recipe/left-hand-milk-stout-clone/
283,Lagunitas Little Sumpin’ Sumpin’ Clone,https://www.homebrewersassociation.org/homebrew-recipe/lagunitas-little-sumpin-sumpin-clone/
284,Ardley Brown Ale,https://www.homebrewersassociation.org/homebrew-recipe/ardley-brown-ale/
285,Charlie’s Brown Ale,https://www.homebrewersassociation.org/homebrew-recipe/recipe-of-the-week-charlies-brown-ale/
286,Bonnie Prince Charlie’s 80/- Shilling,https://www.homebrewersassociation.org/homebrew-recipe/bonnie-prince-charlies-80-shilling/
287,Deschutes’ Fresh Squeezed IPA Clone,https://www.homebrewersassociation.org/homebrew-recipe/deschutes-fresh-squeezed-ipa-clone/
288,Sierra Nevada Ruthless Rye Clone,https://www.homebrewersassociation.org/homebrew-recipe/sierra-nevada-ruthless-rye-clone/
289,Ugly Pug Schwarzbier Clone,https://www.homebrewersassociation.org/homebrew-recipe/ugly-pug-schwarzbier-clone/
290,Dogfish Head Raison D’Etre Clone,https://www.homebrewersassociation.org/homebrew-recipe/dogfish-head-raison-detre-clone/
291,Oh My Eye! Grapefruit Hefeweizen,https://www.homebrewersassociation.org/homebrew-recipe/oh-my-eye-grapefruit-hefeweizen/
292,Gold,https://www.homebrewersassociation.org/homebrew-recipe/gold/
293,Isaac’s Standard Lager,https://www.homebrewersassociation.org/homebrew-recipe/isaacs-standard-lager/
294,Vienna Lager,https://www.homebrewersassociation.org/homebrew-recipe/since-this-is-nhc-ill-keep-the-beer-names-nice-and-clean-vienna-lager/
295,May The Schwarz Be With You,https://www.homebrewersassociation.org/homebrew-recipe/may-the-schwarz-be-with-you/
296,Saint Martin Doppel,https://www.homebrewersassociation.org/homebrew-recipe/saint-martin-doppel/
297,Cream of the Crop,https://www.homebrewersassociation.org/homebrew-recipe/cream-of-the-crop/
298,Gate Keeper,https://www.homebrewersassociation.org/homebrew-recipe/gate-keeper/
299,Ordinarily Bitter,https://www.homebrewersassociation.org/homebrew-recipe/ordinarily-bitter/
300,3 Angels Kilt Lifter,https://www.homebrewersassociation.org/homebrew-recipe/3-angels-kilt-lifter/
301,Prenup Pale Ale,https://www.homebrewersassociation.org/homebrew-recipe/prenup-pale-ale/
302,Kerry’s Session Mild,https://www.homebrewersassociation.org/homebrew-recipe/kerrys-session-mild/
303,Dyson’s Chocolate Porter,https://www.homebrewersassociation.org/homebrew-recipe/dysons-chocolate-porter/
304,Spokonoy Nochi 13,https://www.homebrewersassociation.org/homebrew-recipe/spokonoy-nochi-13/
305,Over The Top 7 Hop IPA,https://www.homebrewersassociation.org/homebrew-recipe/over-the-top-7-hop-ipa/
306,Weize-Ass Bock,https://www.homebrewersassociation.org/homebrew-recipe/weize-ass-bock/
307,Raspberry Flanders,https://www.homebrewersassociation.org/homebrew-recipe/raspberry-flanders/
308,Oskar’s Gueuze,https://www.homebrewersassociation.org/homebrew-recipe/oskars-gueuze/
309,Tridevils Tripel T’s,https://www.homebrewersassociation.org/homebrew-recipe/tridevils-tripel-ts/
310,Merica F%#K Yeah!,https://www.homebrewersassociation.org/homebrew-recipe/merica-fk-yeah/
311,Raspberry Tart,https://www.homebrewersassociation.org/homebrew-recipe/raspberry-tart/
312,Mark’s Chipotle Lichtenhainer,https://www.homebrewersassociation.org/homebrew-recipe/marks-chipotle-lichtenhainer/
313,Whales BBDS (Blended Belgian Dark Strong),https://www.homebrewersassociation.org/homebrew-recipe/whales-bbds-blended-belgian-dark-strong/
314,Citra Session IPA,https://www.homebrewersassociation.org/homebrew-recipe/citra-session-ipa/
315,J-Lo & Chew-zacca’s Wild Ride Pale Ale,https://www.homebrewersassociation.org/homebrew-recipe/j-lo-chew-zaccas-wild-ride-pale-ale/
316,Gunnawanna ‘Toberfest,https://www.homebrewersassociation.org/homebrew-recipe/gunnawanna-toberfest/
317,San Diego Dark Session Ale,https://www.homebrewersassociation.org/homebrew-recipe/san-diego-dark-session-ale/
318,The Bruery’s Black Orchard Wit,https://www.homebrewersassociation.org/homebrew-recipe/the-bruerys-black-orchard-wit/
319,The Tsar’s Kvass,https://www.homebrewersassociation.org/homebrew-recipe/the-tsars-kvass/
320,Czeslaw Dzielak’s Imperial IPA,https://www.homebrewersassociation.org/homebrew-recipe/czeslaw-dzielaks-imperial-ipa/
321,Russian River Pliny the Elder Clone,https://www.homebrewersassociation.org/homebrew-recipe/russian-river-pliny-the-elder-clone/
322,Firestone Walker Wookey Jack Clone,https://www.homebrewersassociation.org/homebrew-recipe/firestone-walker-wookey-jack-clone/
323,Deschutes Black Butte Porter Clone,https://www.homebrewersassociation.org/homebrew-recipe/deschutes-black-butte-porter-clone/
324,Dogfish Head 90 Minute IPA Clone,https://www.homebrewersassociation.org/homebrew-recipe/dogfish-head-90-minute-ipa-clone/
325,Bastage English Summer Ale,https://www.homebrewersassociation.org/homebrew-recipe/bastage-english-summer-ale/
326,Nazz Session IPA,https://www.homebrewersassociation.org/homebrew-recipe/nazz-session-ipa/
327,Matt’s Sour Brown,https://www.homebrewersassociation.org/homebrew-recipe/matts-sour-brown/
328,2015 Big Brew Recipe #3: Killer Kölsch,https://www.homebrewersassociation.org/homebrew-recipe/2015-big-brew-recipe-3-killer-kolsch/
329,Dollar to Döllnitz Gose,https://www.homebrewersassociation.org/homebrew-recipe/dollar-to-dollnitz-gose/
330,Dan’s Märzen,https://www.homebrewersassociation.org/homebrew-recipe/dans-marzen/
331,Ryed Hard American Rye Ale,https://www.homebrewersassociation.org/homebrew-recipe/ryed-hard-american-rye-ale/
332,Pagosa’s Shreddin’ Red IPA Clone,https://www.homebrewersassociation.org/homebrew-recipe/shreddin-red-ipa/
333,Newcastle Brown Ale Clone,https://www.homebrewersassociation.org/homebrew-recipe/newcastle-brown-ale-clone/
334,My Smoked Dark Heart Lager,https://www.homebrewersassociation.org/homebrew-recipe/smoked-dark-heart-lager/
335,Valymber Strong Bitter,https://www.homebrewersassociation.org/homebrew-recipe/valymber-strong-bitter/
336,Stout Trousers,https://www.homebrewersassociation.org/homebrew-recipe/stout-trousers/
337,Sweet Mischief Vienna-Mild,https://www.homebrewersassociation.org/homebrew-recipe/sweet-mischief-vienna-mild/
338,Düsseldorf Altbier,https://www.homebrewersassociation.org/homebrew-recipe/dusseldorf-altbier/
339,Jabberwocky Maibock,https://www.homebrewersassociation.org/homebrew-recipe/jabberwocky-maibock/
340,Better Red Than Dead,https://www.homebrewersassociation.org/homebrew-recipe/better-red-than-dead/
341,American Malt Liquor (Olde English Clone),https://www.homebrewersassociation.org/homebrew-recipe/american-malt-liquor/
342,Black is Back,https://www.homebrewersassociation.org/homebrew-recipe/black-is-back/
343,Yak & Yeti’s Chai Milk Stout Clone,https://www.homebrewersassociation.org/homebrew-recipe/yak-and-yeti-chai-milk-stout/
344,Ruabeoir Red Ale,https://www.homebrewersassociation.org/homebrew-recipe/ruabeoir/
345,Hop Hammer,https://www.homebrewersassociation.org/homebrew-recipe/hop-hammer/
346,Doktor Schnurrbart Schwarzbier,https://www.homebrewersassociation.org/homebrew-recipe/doktor-schnurrbart-schwarzbier/
347,Belgian Bombshell,https://www.homebrewersassociation.org/homebrew-recipe/belgian-bombshell/
348,Victory and Chaos IPA,https://www.homebrewersassociation.org/homebrew-recipe/victory-and-chaos-ipa/
349,Polka Dot Pilsner,https://www.homebrewersassociation.org/homebrew-recipe/polka-dot-pilsner/
350,ZAITH Weizen,https://www.homebrewersassociation.org/homebrew-recipe/zaith-weizen/
351,Falconclaws (Samichlaus),https://www.homebrewersassociation.org/homebrew-recipe/falconclaws-samichlaus/
352,Belgian IPA,https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-belgian-ipa/
353,"I’m Not Bitter, I’m Thirsty!",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-im-not-bitter-im-thirsty-esb/
354,Weizenbock,https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-weizenbock/
355,Hoppiness is an IPA,https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-hoppiness-is-an-ipa/
356,Yellow Diamond Belgian Pale Ale,https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-yellow-diamond-belgian-pale-ale/
357,Uncommonly Lucky,https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-california-common-beer/
358,Hibiscus Mango Blonde,https://www.homebrewersassociation.org/homebrew-recipe/recipe-of-the-week-hibiscus-mango-blonde/
359,Classic American Pilsner,https://www.homebrewersassociation.org/homebrew-recipe/big-brew-2013-recipe-classic-american-pilsner/
360,Orpheo Roja (Chimay Red Clone),https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-orpheo-roja/
361,Licorice Ale,https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-licorice-ale/
362,Rogue Dead Guy Ale Clone,https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-rogue-dead-guy-ale-clone/
363,Weisse Not?,https://www.homebrewersassociation.org/homebrew-recipe/weisse-not/
364,Not-So Pilsener,https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-not-so-pilsener/
365,Baltic Porter,https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-baltic-porter/
366,Nirvana Chanterelle Ale,https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-nirvana-chanterelle-ale/
367,Sticke Alt,https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-sticke-alt/
368,Quarter Session Bitter,https://www.homebrewersassociation.org/homebrew-recipe/recipe-of-the-week-quarter-session-bitter/
369,Lampo Bianco (White Lightning),https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-lampo-bianco-white-lightning/
370,100% Brettanomyces Farmhouse,https://www.homebrewersassociation.org/homebrew-recipe/recipe-of-the-week-100-brett-farmhouse/
371,Caribbean Stout,https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-caribbean-stout/
372,Smoked Robust Porter,https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-smoked-robust-porter/
373,So Very Cherry White,https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-so-very-cherry-white/
374,Pliny the Toddler,https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-pliny-the-toddler/
375,McZainasheff’s Wee,https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-mczainasheffs-wee/
376,Belgian Golden Strong Ale,https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-belgian-golden-strong-ale/
377,Griffin Spit IPA,https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-griffin-spit-ipa/
378,Munich Madness,https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-munich-madness/
379,Carla’s Oat Brown Ale,https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-carlas-oat-brown-ale/
380,Dubbel Trouble,https://www.homebrewersassociation.org/homebrew-recipe/recipe-of-the-week-dubbel-trouble/
381,English Pale Ale,https://www.homebrewersassociation.org/homebrew-recipe/recipe-of-the-week-english-pale-ale/
382,Passionfruit-Mango Wildfire Wheat,https://www.homebrewersassociation.org/homebrew-recipe/recipe-of-the-week-passionfruit-mango-wildfire-wheat/
383,Bohemian Thriller,https://www.homebrewersassociation.org/homebrew-recipe/recipe-of-the-week-bohemian-thriller/
384,Rocket Rod Romanak’s Positively Porter,https://www.homebrewersassociation.org/homebrew-recipe/recipe-of-the-week-rocket-rod-romanaks-positively-porter/
385,American Barleywine,https://www.homebrewersassociation.org/homebrew-recipe/recipe-of-the-weel-american-barleywine/
386,Maibock,https://www.homebrewersassociation.org/homebrew-recipe/recipe-of-the-week-maibock/
387,Irish Red Ale,https://www.homebrewersassociation.org/homebrew-recipe/irish-red-ale/
388,Munich Helles,https://www.homebrewersassociation.org/homebrew-recipe/recipe-of-the-week-munich-helles/
389,Big Black’s Revenge,https://www.homebrewersassociation.org/homebrew-recipe/recipe-of-the-week-big-blacks-revenge/
390,Hailbrau Dopplebock,https://www.homebrewersassociation.org/homebrew-recipe/recipe-of-the-week-hailbrau-doppelbock/
391,Danny’s Bock,https://www.homebrewersassociation.org/homebrew-recipe/dannys-bock/
392,Scott’s Scottish Heavy,https://www.homebrewersassociation.org/homebrew-recipe/scotts-scottish-heavy/
393,Ms. Helen’s Peche Passion,https://www.homebrewersassociation.org/homebrew-recipe/ms-helens-peche-passion/
394,Phil’s Belgian Dubbel,https://www.homebrewersassociation.org/homebrew-recipe/phils-belgian-dubbel/
395,Strike Team Chanukah Altbier,https://www.homebrewersassociation.org/homebrew-recipe/strike-team-chanukah-altbier/
396,Hot Chihuahua,https://www.homebrewersassociation.org/homebrew-recipe/hot-chihuahua/
397,A Day in Vienna (Vienna Lager),https://www.homebrewersassociation.org/homebrew-recipe/a-day-in-vienna-vienna-lager/
398,Rainforest Dark Sweet Stout,https://www.homebrewersassociation.org/homebrew-recipe/rainforest-dark/
399,The Induction IPA,https://www.homebrewersassociation.org/homebrew-recipe/the-induction-ipa/
400,Degobah Dunkel,https://www.homebrewersassociation.org/homebrew-recipe/degobah-dunkel/
401,Jabba Juice Hazy IPA,https://www.homebrewersassociation.org/homebrew-recipe/jabba-juice-hazy-ipa/
402,Critter Milk Stout,https://www.homebrewersassociation.org/homebrew-recipe/critter-milk-stout/
403,SFB 21 Wild Ale,https://www.homebrewersassociation.org/homebrew-recipe/sfb-21-wild-ale/
404,Bière Vide Lambic,https://www.homebrewersassociation.org/homebrew-recipe/biere-vide-lambic/
405,Mark3 Australian Sparkling Ale,https://www.homebrewersassociation.org/homebrew-recipe/marks-australian-sparkling-ale/
406,The Most Gluggable Czech Dark Lager,https://www.homebrewersassociation.org/homebrew-recipe/the-most-gluggable-czech-dark-la/
407,A Mild Case Dark Mild,https://www.homebrewersassociation.org/homebrew-recipe/a-mild-case-dark-mild/
408,Cliftyfest Festbier,https://www.homebrewersassociation.org/homebrew-recipe/cliftyfest-festbier/
409,Zecks Panther Dunkles Bock,https://www.homebrewersassociation.org/homebrew-recipe/zecks-panther-dunkles-bock/
410,Maxwell Porter,https://www.homebrewersassociation.org/homebrew-recipe/maxwell-porter/
411,Pumpkin Pie Ale,https://www.homebrewersassociation.org/homebrew-recipe/pumpkin-pie-ale/
412,Baltischer Baltic Porter,https://www.homebrewersassociation.org/homebrew-recipe/baltischer-baltic-porter/
413,MI Blonde Baby (Blonde Ale),https://www.homebrewersassociation.org/homebrew-recipe/mi-blonde-baby-blonde-ale/
414,Sable Porter (2023 version),https://www.homebrewersassociation.org/homebrew-recipe/sable-porter-2023-version/
415,Goats in a Tree in a Mezcal Barrel,https://www.homebrewersassociation.org/homebrew-recipe/goats-in-a-tree-in-a-mezcal-barrel/
416,Like Falling Off a Bike IPA,https://www.homebrewersassociation.org/homebrew-recipe/like-falling-off-a-bike-ipa/
417,Between 18 and 50 Ryezenbock,https://www.homebrewersassociation.org/homebrew-recipe/between-18-and-50-ryezenbock/
418,British Mats Irish Red Ale,https://www.homebrewersassociation.org/homebrew-recipe/british-mats-irish-red-ale/
419,XXM (Double Extra Medium) Hazy IPA,https://www.homebrewersassociation.org/homebrew-recipe/xxm-double-extra-medium-hazy-ipa/
420,Big Blimp! American Barleywine,https://www.homebrewersassociation.org/homebrew-recipe/big-blimp-american-barleywine/
421,3 Day Berliner Weisse,https://www.homebrewersassociation.org/homebrew-recipe/3-day-berliner-weisse/
422,Saw Down Unda (New Zealand-style Pilsner),https://www.homebrewersassociation.org/homebrew-recipe/saw-down-unda-new-zealand-style-pilsner/
423,Your First SMaSH Ale,https://www.homebrewersassociation.org/homebrew-recipe/your-first-smash-ale/
424,Chicken Scratch Cream Ale,https://www.homebrewersassociation.org/homebrew-recipe/chicken-scratch-cream-ale/
425,Nick’s Munich Lager,https://www.homebrewersassociation.org/homebrew-recipe/nicks-munich-lager/
426,One-To-One American IPA,https://www.homebrewersassociation.org/homebrew-recipe/one-to-one-american-ipa/
427,Dunkeles Meisterwerk Munich Dunkel,https://www.homebrewersassociation.org/homebrew-recipe/dunkeles-meisterwerk-munich-dunkel/
428,Now That’s What I Call Hazy! Vol. 1,https://www.homebrewersassociation.org/homebrew-recipe/now-thats-what-i-call-hazy-vol-1/
429,LILO’s Lager (New Zealand Pilsner),https://www.homebrewersassociation.org/homebrew-recipe/lilos-lager-new-zealand-pilsner/
430,Inspired by a President (Russian Imperial Stout),https://www.homebrewersassociation.org/homebrew-recipe/inspired-by-a-president-russian-imperial-stout/
431,Doctor Dark (International Dark Lager),https://www.homebrewersassociation.org/homebrew-recipe/doctor-dark-international-dark-lager/
432,Alt Ale Altbier,https://www.homebrewersassociation.org/homebrew-recipe/alt-ale-altbier/
433,Kaltrauch Rauchbier,https://www.homebrewersassociation.org/homebrew-recipe/kaltrauch-rauchbier/
434,Tree House Brewing Company Julius,https://www.homebrewersassociation.org/homebrew-recipe/tree-house-brewing-company-julius-clone/
435,Len’s American Light Lager,https://www.homebrewersassociation.org/homebrew-recipe/lens-american-light-lager/
436,Return of the Jedi Pale Ale,https://www.homebrewersassociation.org/homebrew-recipe/return-of-the-jedi-pale-ale/
437,The Empire Strikes Back Dark Ale,https://www.homebrewersassociation.org/homebrew-recipe/the-empire-strikes-back-dark-ale/
438,A New Hope Pale Ale,https://www.homebrewersassociation.org/homebrew-recipe/a-new-hope-pale-ale/
439,Rye Edition: Any Porter in a Storm,https://www.homebrewersassociation.org/homebrew-recipe/rye-edition-any-porter-in-a-storm/
440,Whiplash Slow Life Dry Irish Stout,https://www.homebrewersassociation.org/homebrew-recipe/whiplash-slow-life-dry-irish-stout/
441,Monk’s Ration Trappist-style Single,https://www.homebrewersassociation.org/homebrew-recipe/monks-ration-trappist-style-single/
442,1904 American Sparkling Ale,https://www.homebrewersassociation.org/homebrew-recipe/1904-american-sparkling-ale/
443,Powerful Pils,https://www.homebrewersassociation.org/homebrew-recipe/powerful-pils/
444,I Left Rome Trappist Single,https://www.homebrewersassociation.org/homebrew-recipe/i-left-rome-trappist-single/
445,Domo Arigato (Hoppy Japanese-style Rice Lager),https://www.homebrewersassociation.org/homebrew-recipe/domo-arigato-hoppy-japanese-style-rice-lager/
446,Bush Telly Modern Australian Sparkling Ale,https://www.homebrewersassociation.org/homebrew-recipe/bush-telly-modern-australian-sparkling-ale/
447,Blade Runner Szechuan Pepper Beer,https://www.homebrewersassociation.org/homebrew-recipe/blade-runner-szechuan-pepper-beer/
448,‘It Goes to 11’ Stout,https://www.homebrewersassociation.org/homebrew-recipe/it-goes-to-11-stout/
449,"Soet Bier, 1683",https://www.homebrewersassociation.org/homebrew-recipe/soet-bier-1683/
450,Hello Darkness Dry Oat Stout,https://www.homebrewersassociation.org/homebrew-recipe/hello-darkness-dry-oat-stout/
451,She Fancies Herself a Litte Bit French,https://www.homebrewersassociation.org/homebrew-recipe/she-fancies-herself-a-litte-bit-french/
452,Lou Pep Pep Wild Beer with Peaches,https://www.homebrewersassociation.org/homebrew-recipe/lou-pep-pep-wild-beer-with-peaches/
453,Eis Eis Baby Wood-Aged Beer,https://www.homebrewersassociation.org/homebrew-recipe/eis-eis-baby-wood-aged-beer/
454,Lichten My Hiney Lichtenhainer,https://www.homebrewersassociation.org/homebrew-recipe/lichten-my-hiney-lichtenhainer/
455,"Sterling, Cooper, Draper, Santa (Winter Seasonal)",https://www.homebrewersassociation.org/homebrew-recipe/sterling-cooper-draper-santa-winter-seasonal/
456,Chipotle Lichtenhainer,https://www.homebrewersassociation.org/homebrew-recipe/chipotle-lichtenhainer/
457,Andanzas – Sangue de Dragão Fruit Beer,https://www.homebrewersassociation.org/homebrew-recipe/andanzas-sangue-de-dragao-sour/
458,Adventure Time Gose,https://www.homebrewersassociation.org/homebrew-recipe/adventure-time-gose/
459,Concrete Bicycle Belgian Golden Strong Ale,https://www.homebrewersassociation.org/homebrew-recipe/concrete-bicycle-belgian-golden-strong-ale/
460,Arcane Alchemy Saison,https://www.homebrewersassociation.org/homebrew-recipe/arcan-alchemy-saison/
461,Polk County Stout,https://www.homebrewersassociation.org/homebrew-recipe/polk-county-stout/
462,Seventh Coalition English Barley Wine,https://www.homebrewersassociation.org/homebrew-recipe/seventh-coalition-english-barley-wine/
463,T-Bock,https://www.homebrewersassociation.org/homebrew-recipe/t-bock/
464,Contrived Spontaneity Wheatwine,https://www.homebrewersassociation.org/homebrew-recipe/contrived-spontaneity-wheatwine/
465,Hanella Hazy IPA,https://www.homebrewersassociation.org/homebrew-recipe/hanella-hazy-ipa/
466,Go Bigger IPA,https://www.homebrewersassociation.org/homebrew-recipe/go-bigger-ipa/
467,NELSON! American IPA,https://www.homebrewersassociation.org/homebrew-recipe/nelson-american-ipa/
468,KAW Porter,https://www.homebrewersassociation.org/homebrew-recipe/kaw-porter/
469,Paul’s Irish Extra Stout,https://www.homebrewersassociation.org/homebrew-recipe/pauls-irish-extra-stout/
470,West Michigan Milk Stout,https://www.homebrewersassociation.org/homebrew-recipe/west-michigan-milk-stout/
471,Connection English Porter,https://www.homebrewersassociation.org/homebrew-recipe/connection-english-porter/
472,Sunset DayDreamer American Amber Ale,https://www.homebrewersassociation.org/homebrew-recipe/sunset-daydreamer-american-amber-ale/
473,Little Moonfinder American Pale Ale,https://www.homebrewersassociation.org/homebrew-recipe/little-moonfinder-american-pale-ale/
474,Stand Sure Scottish Export,https://www.homebrewersassociation.org/homebrew-recipe/stand-sure-scottish-export/
475,Herbal Joe’s Best Bitter,https://www.homebrewersassociation.org/homebrew-recipe/herbal-joes-best-bitter-2/
476,Oak City Weissbier,https://www.homebrewersassociation.org/homebrew-recipe/oak-city-weissbier/
477,American Beauty Wheat Beer,https://www.homebrewersassociation.org/homebrew-recipe/american-beauty-wheat-beer/
478,Czech Josef Dark Lager,https://www.homebrewersassociation.org/homebrew-recipe/czech-josef-dark-lager/
479,Belly Spots Kellerbier,https://www.homebrewersassociation.org/homebrew-recipe/belly-spots-kellerbier/
480,Keith’s German Blonde,https://www.homebrewersassociation.org/homebrew-recipe/keiths-german-blonde/
481,Sweet As John Quincy Pilsner,https://www.homebrewersassociation.org/homebrew-recipe/sweet-as-john-quincy-pilsner/
482,Carmelo’s German Leichtbier,https://www.homebrewersassociation.org/homebrew-recipe/carmelos-german-leichtbier/
483,Down Derry Down Colonial Pumpkin Ale,https://www.homebrewersassociation.org/homebrew-recipe/down-derry-down-colonial-pumpkin-ale/
484,Sleep Now in the Fire Winter Seasonal,https://www.homebrewersassociation.org/homebrew-recipe/sleep-now-in-the-fire-winter-seasonal/
485,Gluten-Free Chico Pale Ale,https://www.homebrewersassociation.org/homebrew-recipe/gluten-free-pale-ale/
486,I’ll Be Back Barleywine,https://www.homebrewersassociation.org/homebrew-recipe/ill-be-back-barleywine/
487,Quinc-y Jones (American Amber with Membrillo),https://www.homebrewersassociation.org/homebrew-recipe/quinc-y-jones-american-amber-with-membrillo/
488,Twin Pines Piney IPA,https://www.homebrewersassociation.org/homebrew-recipe/twin-pines-piney-ipa/
489,Zamba Pale Ale,https://www.homebrewersassociation.org/homebrew-recipe/zamba-pale-ale/
490,Tha CommUNITY American Lager,https://www.homebrewersassociation.org/homebrew-recipe/tha-community-american-lager/
491,Anne and Rod’s Gruit Wit,https://www.homebrewersassociation.org/homebrew-recipe/anne-and-rods-gruit-wit/
492,Jen Blair’s American-style Barleywine,https://www.homebrewersassociation.org/homebrew-recipe/jen-blairs-american-style-barleywine/
493,Home Is Where Your Zoigl Is,https://www.homebrewersassociation.org/homebrew-recipe/home-is-where-your-zoigl-is/
494,Hopfeather IPA,https://www.homebrewersassociation.org/homebrew-recipe/hopfeather-ipa/
495,Maui Brewing Co. Imperial Coconut Porter,https://www.homebrewersassociation.org/homebrew-recipe/maui-brewing-co-imperial-coconut-porter/
496,Simplicity Quad,https://www.homebrewersassociation.org/homebrew-recipe/simplicity-quad/
497,Herbal Tea Pale Ale,https://www.homebrewersassociation.org/homebrew-recipe/herbal-tea-pale-ale/
498,Thyme Has Come Today IPA,https://www.homebrewersassociation.org/homebrew-recipe/thyme-has-come-today-ipa/
499,Conflux #2 White IPA Clone,https://www.homebrewersassociation.org/homebrew-recipe/conflux-2-white-ipa-clone/
500,Korova Cream Stout,https://www.homebrewersassociation.org/homebrew-recipe/korova-cream-stout/
501,Double Black Imperial Black IPA,https://www.homebrewersassociation.org/homebrew-recipe/double-black-imperial-black-ipa/
502,Fuil Croi Irish Red Ale,https://www.homebrewersassociation.org/homebrew-recipe/fuil-croi-irish-red-ale/
503,Sour Squash Ale,https://www.homebrewersassociation.org/homebrew-recipe/sour-squash-ale/
