url,src,description,ingredients,directions,addition
https://www.homebrewersassociation.org/homebrew-recipe/stephan-and-marks-apple-cider/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134634/medal-1-1.svg,"The following beer recipe is featured in the September/October 2010 issue of Zymurgy magazine. Access this issue along with the archives with Zymurgy Online!
Stephen Northcutt of Vallejo, CA, member of the Diablo Order of Zymiracle Enthusiasts (DOZE), won a gold medal in Category #27: Standard Cider and Perry during the 2010 National Homebrew Competition Final Round in Minneapolis, MN with the help of Mark Ristow. Northcutt’s Standard Cider and Perry was chosen as the best among 97 final round entries in the category.","Ingredients:
10 gallons apple juice
2 vials White Labs English Cider Yeast
Specifications:
Yield: 10 Gallons (37.8 L)","Directions:
Ferment for three weeks and transfer to Corny kegs. Allow to lager for two to three months, then filter and backsweeten with apple juice concentrate to taste. Force carbonate and enjoy.",
https://www.homebrewersassociation.org/homebrew-recipe/anjies-applewine/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134634/medal-1-1.svg,"The following beer recipe is featured in the September/October 2010 issue of Zymurgy magazine. Access this issue along with the archives with Zymurgy Online!
Anjie Watts of Alpharetta, GA, member of the Brewmasters of Alpharetta, won a gold medal in Category #28: Specialty Cider and Perry during the 2010 National Homebrew Competition Final Round in Minneapolis, MN. Watts’s Specialty Cider and Perry was chosen as the best among 78 final round entries in the category and helped earn the 2010 NHC Cidermaker of the Year title.","Ingredients:
1 bushel Arkansas Black apples, pressed
3 cinnamon sticks (in primary)
1-2 packets Lalvin 1118 Champagne yeast
Potassium sorbate
Specifications:
Yield: 5 Gallons (18.93 L)
Original Gravity: 1.075
Final Gravity: 1.01
ABV: 8.53%","Directions:
Use enough water and sugar to reach target volume and gravity. Adjust pH as necessary. Affix airlock, using vodka instead of water. After fermentation, back-sweeten to taste and add potassium sorbate to prevent refermentation. Bottle or force carbonate in keg. Best to leave six months to a year, but we all know that is not possible.
Primary fermentation for 2 weeks.
Secondary fermentation for 4-6 weeks.",
https://www.homebrewersassociation.org/homebrew-recipe/obama-lot/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134634/medal-1-1.svg,"The following beer recipe is featured in the September/October 2009 issue of Zymurgy magazine. Access this issue along with the archives with Zymurgy Online!
Darryl Kochaniec of Goldenrod, FL, member of the Tampa Bay BEERS, won a gold medal in Category #1: Light Lager during the 2009 National Homebrew Competition Final Round in Oakland, CA. Kochaniec’s Light Lager was chosen as the best among 155 final round entries in the category.","Ingredients:
12.0 lb (5.44 kg) American two-row pale malt
1.0 lb (0.45 kg) flaked rice
1.25 oz (35 g) Hallertau pellet hops, 4.2% a.a. (60 min)
Wyeast No. 2007 Pilsen lager yeast
Wyeast yeast nutrient
Specifications:
Yield: 6 Gallons (22.71 L)
Original Gravity: 1.056 diluated to 1.033
Final Gravity: 1.006
ABV: 3.54%","Directions:
Use a single infusion mash at 148° F (64° C) for 90 minutes. Once fermented, use distilled carbonated water to dilute to an equivalent original gravity of 1.033.
Primary fermentation for 28 days at 50° F (10° C).
Forced CO2 to carbonate (3 vol).",
https://www.homebrewersassociation.org/homebrew-recipe/steves-classic-american-pilsner/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134634/medal-1-1.svg,"The following beer recipe is featured in the September/October 2009 issue of Zymurgy magazine. Access this issue along with the archives with Zymurgy Online!
Steve Olsen of Martinez, CA, member of the Diablo Order of Zymiracle Enthusiasts (DOZE), won a gold medal in Category #2: Pilsner during the 2009 National Homebrew Competition Final Round in Oakland, CA. Olsen’s Pilsner was chosen as the best among 172 final round entries in the category.","Ingredients:
9.0 lb (4.08 kg) Weyermann Pils malt
0.5 lb (227 g) Weyermann Cara-Foam malt
0.5 lb (227 g) Weyermann Munich malt
1.25 oz (35 g) Hallertau pellet hops, 4.2% a.a. (60 min)
1.0 oz (28 g) Hallertauer pellet hops, 4.2% a.a. (1 min)
White Labs Southern German lager yeast (4 L starter)
1.0 tsp Irish moss in boil
Specifications:
Yield: 5 Gallons (18.93 L)
Final Gravity: 1.008","Directions:
Mash grains at 149° F (65° C) for 60 minutes. Mash out at 170° F (77° C).
Primary fermentation for 35 days at 50° F (10° C).
Secondary fermentation for 133 days at 33° F (1° C).
Forced CO2 to carbonate (2.96 vol).",
https://www.homebrewersassociation.org/homebrew-recipe/oktoberfest-hallertau/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134634/medal-1-1.svg,"The following beer recipe is featured in the September/October 2009 issue of Zymurgy magazine. Access this issue along with the archives with Zymurgy Online!
Stephen Quintana of Sheridan, WY, member of the Brewing Network (The), won a gold medal in Category #3: European Amber Lager during the 2009 National Homebrew Competition Final Round in Oakland, CA. Quintana’s European Amber Lager was chosen as the best among 96 final round entries in the category.","Ingredients:
7.0 lb (3.18 kg) Durst pils malt
4.0 lb (1.81 kg) light Munich malt
1.0 lb (0.45 kg) dark Munich malt
0.5 lb (227 g) caramel Munich malt
0.5 lb (227 g) 40L crystal malt
2.0 oz (57 g) Hallertau pellet hops, 3.3% a.a. (60 min.)
1.0 oz (28 g) Hallertau pellet hops, 3.0% a.a. (30 min.)
1.0 oz (28 g) Hallertau pellet hops, 3.0% a.a. (15 min.)
White Labs WLP 820 Oktoberfest lager yeast (2 L starter)
Specifications:
Yield: 6 Gallons (22.71 L)
Original Gravity: 1.057
Final Gravity: 1.015
ABV: 5.51%
IBU: 5.51%","Directions:
Mash grains at 151° F (66° C) for 80 minutes. Mash out at 161° F (72° C) for 5 minutes.
Primary fermentation for 40 days at 52° F (11° C).
Secondary fermentation for 21 days at 32° F (0° C).
Forced CO2 to carbonate (2.4 vol).",
https://www.homebrewersassociation.org/homebrew-recipe/brians-eisbock/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134634/medal-1-1.svg,"The following beer recipe is featured in the September/October 2009 issue of Zymurgy magazine. Access this issue along with the archives with Zymurgy Online!
Brian Steuerwald of Brownsburg, IN, member of the Foam Blowers of Indiana (FBI), won a gold medal in Category #5: Bock during the 2009 National Homebrew Competition Final Round in Oakland, CA. Steuerwald’s Bock was chosen as the best among 155 final round entries in the category.","Ingredients:
11.25 lb (5.1 kg) Pilsner malt
8.0 lb (3.63 kg) Munich malt
1.25 lb (0.57 kg) caramel Munich malt
4.0 oz (113 g) Carafa Special malt
0.5 oz (14 g) Magnum pellet hops, 13.1% a.a. (60 min)
0.7 oz (20 g) Hallertau pellet hops, 3.2% a.a. (30 min)
900 mL Wyeast No. 2124 Bohemian lager yeast, repitched
Specifications:
Yield: 6 Gallons (22.71 L)
Original Gravity: 1.09
Final Gravity: 1.026
ABV: 8.40%","Directions:
Mash grains at 156° F (69° C) for 90 minutes.
Primary fermentation for 30 days at 48° F (9° C).
Secondary fermentation for 30 days at 32° F (0° C).
Forced CO2 to carbonate (2.5 vol).",
https://www.homebrewersassociation.org/homebrew-recipe/bye-bye-miss-american-rye/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134634/medal-1-1.svg,"The following beer recipe is featured in the September/October 2009 issue of Zymurgy magazine. Access this issue along with the archives with Zymurgy Online!
Damon Lewis of Carrollton, TX, member of the North Texas Homebrewers Association, won a gold medal in Category #6: Light Hybrid Beer during the 2009 National Homebrew Competition Final Round in Oakland, CA with the help of Orlando Guerra. Lewis’s Light Hybrid Beer was chosen as the best among 208 final round entries in the category.","Ingredients:
12.25 lb (5.56 kg) Cargill pale two-row malt
12.25 lb (5.56 kg) rye malt
2.0 oz (57 g) Amarillo pellet hops, 7% a.a. (60 min)
1.0 oz (28 g) Liberty pellet hops, 4.7% a.a. (steep)
1.0 oz (28 g) Amarillo pellet hops, 7% a.a. (steep)
800 mL Wyeast No. 2565 Kolsch yeast, repitched
Specifications:
Yield: 12 Gallons (45.42 L)
Original Gravity: 1.048
Final Gravity: 1.008
ABV: 5.25%","Directions:
Mash grains at 150° F (66° C) for 75 minutes. Mash out at 168° F (76° C) for 15 minutes.
Primary fermentation for 21 days at 60° F (16° C).
Forced CO2 to carbonate (2.4 vol).",
https://www.homebrewersassociation.org/homebrew-recipe/michaels-dusseldorf-alt/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134634/medal-1-1.svg,"The following beer recipe is featured in the September/October 2009 issue of Zymurgy magazine. Access this issue along with the archives with Zymurgy Online!
Michael Kane of New York, NY won a gold medal in Category #7: Amber Hybrid Beer during the 2009 National Homebrew Competition Final Round in Oakland, CA. Kane’s Amber Hybrid Beer was chosen as the best among 100 final round entries in the category.","Ingredients:
9.25 lb (4.2 kg) pale Pilsner malt
2.0 lb (0.90 kg) Munich malt
1.5 lb (0.68 kg) aromatic malt
4.0 oz (113 g) Carafa II malt (mash 2 oz, sparge 2 oz)
1.25 oz (35 g) Magnum pellet hops, 12.9% a.a. (60 min)
1.3 oz (37 g) Hallertau pellet hops, 3% a.a. (60 min.)
Wyeast No. 1056 American ale yeast
Whirlfloc to clarify
Specifications:
Yield: 7.5 Gallons (28.39 L)
Original Gravity: 1.06
Final Gravity: 1.016
ABV: 5.78%","Directions:
Mash grains at 150° F (66° C) for 60 minutes. Split Carafa malt between sparge and mash.
Primary fermentation for 14 days at 60° F (16° C).
Secondary fermentation for 30 days at 34° F (1° C).
Forced CO2 to carbonate.",
https://www.homebrewersassociation.org/homebrew-recipe/janets-brown-ale/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134634/medal-1-1.svg,"The following beer recipe is featured in the September/October 2009 issue of Zymurgy magazine. Access this issue along with the archives with Zymurgy Online!
Janet's Brown Ale is no stranger to the world of homebrewing recipes. Mike McDole took home a medal when this recipe won gold in Category 10: Brown Ale at the American Homebrewers Assocation (AHA) National Homebrew Competition (NHC) in 2004. The award winning recipe was then featured in Jamil Zainasheff and John Palmer's book, Brewing Classic Styles, as an example of a bigger, hoppier American Brown Ale. In 2009, McDole took gold again at the AHA NHC with an updated recipe that he categoraized as Imperial Brown Ale, but this time in Category 23: Speciality Beers. Though Janet's Brown Ale deviates a bit from the style guidelines for a traditional American Brown Ale, surely you will not be upset by the higher IBUs and ABV after taking a sip!","Ingredients:
27.5 lb (12.47 kg) pale malt
3.0 lb (1.36 kg) dextrin malt
2.5 lb (1.13 kg) 40L crystal malt
2.0 lb (0.9 kg) wheat malt
1.0 lb (0.45 kg) 350L chocolate malt
1.0 lb (0.45 kg) corn sugar
3.0 oz (85 g) US Northern Brewer pellet hops, 5.1% a.a. (mash)
3.0 oz (85 g) US Northern Brewer pellet hops, 5.1% a.a. (60 min)
2.0 oz (57 g) US Northern Brewer pellet hops, 5.1% a.a. (15 min)
3.0 oz (85 g) Cascade pellet hops, 5.6% a.a. (10 min)
4.0 oz (113g) Cascade whole hops, 5.8% a.a. (0 min, hopback)
4.0 oz (113g) Centennial pellet hops, 10.5% a.a. (dry hop)
White Labs WLP001, 4000ml starter
Specifications:
Yield: 12 Gallons (45.42 L)
Original Gravity: 1.074
Final Gravity: 1.018
ABV: 7.35%","Directions:
Mash grains at 154° F (68° C) for 30 minutes. Raise to 170° F (77° C) and hold for 15 minutes. Sparge at 170° F (77° C) for 45 minutes. Dry hop in secondary for 7 days. Water profile: Ca 110.0 ppm, Mg 18.0 ppm, Na 17.0 ppm, SO4 350.0 ppm, Cl 50.0 ppm. Cold conditioned six weeks. Filtered to 7 microns.
Primary fermentation for 7 days at 68° F (20° C).
Secondary fermentation for 9 days at 70° F (21° C).
Forced CO2 to carbonate (2.4 vol).",
https://www.homebrewersassociation.org/homebrew-recipe/wewahitchka-special-reserve/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134634/medal-1-1.svg,"The following beer recipe is featured in the September/October 2009 issue of Zymurgy magazine. Access this issue along with the archives with Zymurgy Online!
Jeffrey Swearengin of Tulsa, OK, member of the Fellowship of Oklahoma Ale Makers (FOAM), won a gold medal in Category #24: Traditional Mead during the 2009 National Homebrew Competition Final Round in Oakland, CA. Swearengin’s Traditional Mead was chosen as the best among 75 final round entries in the category.","Ingredients:
18.0 lb (8.16 kg) tupelo honey
1.0 T. (15 mL) 5-Star 5.2 pH Stabilizer
Lallemand Fermaid yeast nutrient
Go-Ferm yeast nutrient
10.0 g 400 mL Scott Lab (Hot-mix) Sparkalloid
10.0 g Enoferm ICV-D47 dry yeast, in starter
Specifications:
Yield: 6 Gallons (22.71 L)
Original Gravity: 1.11
Final Gravity: 1.022
ABV: 11.55%","Directions:
Steep must at 165-180° F (74-82° C) for 10 to 15 minutes.
Primary fermentation for less than 180 days at 65-72° F (18-22° C).
Secondary fermentation for more than 90 days at 32-36° F (0-2° C).",
https://www.homebrewersassociation.org/homebrew-recipe/two-cherry-tupelo/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134634/medal-1-1.svg,"The following beer recipe is featured in the September/October 2009 issue of Zymurgy magazine. Access this issue along with the archives with Zymurgy Online!
Thomas Eibner of St. Paul, MN, member of the Saint Paul Homebrewers Club, won a gold medal in Category #25: Melomel (Fruit Mead) during the 2009 National Homebrew Competition Final Round in Oakland, CA. Eibner’s Melomel (Fruit Mead) was chosen as the best among 118 final round entries in the category and helped earn the 2009 NHC Meadmaker of the Year title.","Ingredients:
24.0 lb (10.89 kg) Tupelo honey
10.0 lb (4.54 kg) unpitted Montmorency sour cherries
10.0 lb (4.54 kg) unpitted dark sour cherries
1.0 tsp (4.9 mL) pectic enzyme
Filtered St. Paul water up to volume
2 packets Lalvin 71B yeast
Curt Stock nutrient additions
Wyeast sweet mead yeast
Specifications:
Yield: 5.5 Gallons (20.82 L)","Directions:
Primary fermentation for 1 month on cherries in glass.
Secondary fermentation for 2 months in glass.
Tertiary fermentation for 1.5 years in steel.
 ",
https://www.homebrewersassociation.org/homebrew-recipe/erics-mead/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134634/medal-1-1.svg,"The following beer recipe is featured in the September/October 2009 issue of Zymurgy magazine. Access this issue along with the archives with Zymurgy Online!
Eric Anderson of Saint Paul, MN, member of the Saint Paul Homebrewers Club, won a gold medal in Category #26: Other Mead during the 2009 National Homebrew Competition Final Round in Oakland, CA. Anderson’s Other Mead was chosen as the best among 88 final round entries in the category.","Ingredients:
24.0 lb (10.89 kg) clover honey
18.0 lb (8.16 kg) frozen triple berry mix (raspberries, blueberries, blackberries)
3.5 gal water (13.25 L)
1.0 oz (28 g) Hungarian Medium-plus Toast oak cubes
2 packets Lalvin 71B Narbonne yeast
4.5 g Fermaid-K
2 g diammonium phosphate (DAP)
Specifications:
Yield: 5 Gallons (18.93 L)
Original Gravity: 1.16
Final Gravity: 1.05
ABV: 14.44%","Directions:
Fill a fermenter with 3.5 gallons of water, pour in the honey and combine. Once fully mixed, add the berries, yeast, 4.5 grams of Fermaid-K and 2 grams of DAP. Mix carefully and ferment at 67-70° F (19-21° C) until done (2 weeks max). Add 4.5 g of Fermaid-K and 2 g of DAP every other day for 1 week to ensure healthy yeast and good fermentation. Also, stir the contents of the fermenter every day of fermentation. Rack into secondary with 1 oz of Hungarian medium-plus toast oak cubes, let it sit for nine months, or until you get the level of oak you want.”
Primary fermentation for 10 days at 10 days at 70° F (21° C) in plastic.
Secondary fermentation for 120 days at 120 days at 65° F (18° C) in glass.
Tertiary fermentation for 90 days at 60° F (16° C) in glass.",
https://www.homebrewersassociation.org/homebrew-recipe/jeffs-common-cider/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134634/medal-1-1.svg,"The following beer recipe is featured in the September/October 2009 issue of Zymurgy magazine. Access this issue along with the archives with Zymurgy Online!
Jeff Carlson of Grand Rapids, MI, member of the Prime Time Brewers, won a gold medal in Category #27: Standard Cider and Perry during the 2009 National Homebrew Competition Final Round in Oakland, CA. Carlson’s Standard Cider and Perry was chosen as the best among 69 final round entries in the category and helped earn the 2009 NHC CIdermaker of the Year title.","Ingredients:
6.0 gal (22.71 l) Hill Brothers Orchard Fresh Pressed Cider
2.0 lb (907 g) crabapples, pressed
2.0 lb (907 g) red fleshed crabapples, pressed
8.0 oz (227 g) light brown sugar
Pectic Enzyme
5.0 g Premier Cuvee Yeast
Specifications:
Yield: 6 Gallons (22.71 L)
Original Gravity: 1.056
Final Gravity: 1
ABV: 7.35%","Directions:
Back sweetened with simple syrup to 1.006, sorbated.
Primary fermentation for 30 days at 55° F (13° C) in glass.
Secondary fermentation for 4 months at <50° F (<10° C) in glass.
Forced CO2 to carbonate.",
https://www.homebrewersassociation.org/homebrew-recipe/garys-cider/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134634/medal-1-1.svg,"The following beer recipe is featured in the September/October 2009 issue of Zymurgy magazine. Access this issue along with the archives with Zymurgy Online!
Gary Weston of Bridgewater, NJ, member of the Woodbridge Homebrewers Ale & Lager Enthusiasts Soc, won a gold medal in Category #28: Specialty Cider and Perry during the 2009 National Homebrew Competition Final Round in Oakland, CA with the help of Whales club project. Weston’s Specialty Cider and Perry was chosen as the best among 73 final round entries in the category.","Ingredients:
60 gal (227.1 l) freshly pressed cider
8.0 lb (3.62 kg) white sugar
80 ppm potassium metabisulfite (Camden tablets), 24 hours prior to pitching yeast
Cotes de Blanc yeast in 3 gallon starter
Specifications:
Yield: 60 Gallons (227.1 L)
Original Gravity: 1.054
Final Gravity: 1.995","Directions:
This was a 2006 club project of the Whales Homebrew Club. The cider was pressed by Pine Hill Orchards in Colrain, Mass: 38% Jonathan Gold, 30% Northern Spy, 15% Macoun, 10% Spartan, 7% Macintosh.
Primary fermentation for 30 days at 64° F (18° C).
Secondary fermentation for 6 months at 64° F (18° C) in an oak applejack barrel.",
https://www.homebrewersassociation.org/homebrew-recipe/billy-bob-mississippi-lager/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134634/medal-1-1.svg,"The following beer recipe is featured in the September/October 2008 issue of Zymurgy magazine. Access this issue along with the archives with Zymurgy Online!
Graham Cox of Meridian, MS, member of the Chicken City Ale Raisers, won a gold medal in Category #1: Light Lager during the 2008 National Homebrew Competition Final Round in Cincinnati, OH. Cox’s Light Lager was chosen as the best among 170 final round entries in the category.","Ingredients:
6.0 lb (2.72 kg) [[US 6-row]] malt
3.0 lb (1.36 kg) rice [syrup] solids, in kettle
0.3 oz (8.5 g) [Hallertauer] pellet hops, 4% a.a. (1st wort)
0.3 oz (8.5 g) Hallertauer pellet hops, 4% a.a. (60 min)
Wyeast No. 2007 Pilsen lager yeast (4L starter)
2.75 g calcium chloride (water treatment)
Whirlfloc (1 tablet)
Specifications:
Yield: 5.5 Gallons (20.82 L)
Original Gravity: 1.045
Final Gravity: 1.007 (dilute to 1.005)
ABV: 4.99%","Directions:
Mash at 149°F (65° C) for 60 minutes. Dilute lager after fermentation with 2L distilled water.
Primary fermentation for 21 days at 50° F (10° C) in glass.
Secondary fermentation for 21 days at 35° F (2° C) in glass.
Forced CO2 to carbonate (2.8 vol).",
https://www.homebrewersassociation.org/homebrew-recipe/liquid-sunshine/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134634/medal-1-1.svg,"The following beer recipe is featured in the September/October 2008 issue of Zymurgy magazine. Access this issue along with the archives with Zymurgy Online!
John Watson of Southbury, CT, member of the Underground Brewers Club of Connecticut, won a gold medal in Category #2: Pilsner during the 2008 National Homebrew Competition Final Round in Cincinnati, OH. Watson’s Pilsner was chosen as the best among 155 final round entries in the category.","Ingredients:
21.0 lb (9.53 kg) Durst Pils malt
2.0 lb (0.9 kg) flaked maize
2.0 oz (56 g) Saaz whole hops, 3.5% a.a. (70 min
2.0 oz (56 g) Hallertau whole hops, 3.0% a.a. (70 min)
2.0 Spalt pellet hops, 3.5% a.a. (70 min)
Wyeast Bohemian Pils lager yeast (500 ml starter)
Specifications:
Yield: 10 Gallons (37.8 L)
Original Gravity: 1.04
Final Gravity: 1.01
ABV: 3.94%","Directions:
Mash grains at 150° F (66° C) for 70 minutes.
Primary fermentation for 14 days at 45° F (7° C) in glass.
Secondary fermentation for 30 days at 45° F (7° C) in glass.
Tertiary fermentation for 30 days at 33° F (1° C) in steel.
Forced CO2 to carbonate (3 vol).",
https://www.homebrewersassociation.org/homebrew-recipe/jims-vienna/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134634/medal-1-1.svg,"The following beer recipe is featured in the September/October 2008 issue of Zymurgy magazine. Access this issue along with the archives with Zymurgy Online!
Jim Maurer of Aurora, CO won a gold medal in Category #3: European Amber Lager during the 2008 National Homebrew Competition Final Round in Cincinnati, OH. Maurer’s European Amber Lager was chosen as the best among 105 final round entries in the category.","Ingredients:
4.5 lb (2.04 kg) Vienna malt
0.5 lb (113 g) melanoidin malt
2.0 oz (57 g) debittered black malt
0.25 oz (7 g) Premiant pellet hops, 8% a.a. (90 min.)
0.25 oz (7 g) Hallertauer whole hops, 4% a.a. (40 min.)
White Labs WLP 830 German lager yeast (600 mL starter)
1.5 oz (45 g) dextrose to carbonate
1.0 tablet Whirlfloc
2.5 g gypsum (water treatment)
0.5 g chalk (water treatment)
Specifications:
Yield: 3 Gallons (11.36 L)
Original Gravity: 1.046
Final Gravity: 1.012
ABV: 4.46%","Directions:
Mash grains at 149° F (65° C) for 75 minutes. Add black malt during sparge.
Primary fermentation for 14 days at 48° F (9° C) in glass.
Secondary fermentation for 14 days at 42° F (6° C) in glass.
Tertiary fermentation for 42 days at 34° F (1° C) in glass.",
https://www.homebrewersassociation.org/homebrew-recipe/erics-munich-dunkel/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134634/medal-1-1.svg,"The following beer recipe is featured in the September/October 2008 issue of Zymurgy magazine. Access this issue along with the archives with Zymurgy Online!
Eric Anderson of Saint Paul, MN, member of the Saint Paul Homebrewers Club, won a gold medal in Category #4: Dark Lager during the 2008 National Homebrew Competition Final Round in Cincinnati, OH. Anderson’s Dark Lager was chosen as the best among 158 final round entries in the category.","Ingredients:
9.0 lb (4.08 kg) Munich I malt
0.5 lb (227 g) caramel-Munich malt
1.0 oz (28 g) Tettnanger pellet hops, 4.4% a.a. (60 min.)
Wyeast No. 2206 German lager yeast starter (1L starter)
Specifications:
Yield: 5 Gallons (18.93 L)","Directions:
Mash grains at 150° F (66° C) for 60 minutes.
Primary fermentation for 12 days at 53° F (12° C) in glass.
Secondary fermentation for 31 days at 34° F (1° C) in glass.
Forced CO2 to carbonate.",
https://www.homebrewersassociation.org/homebrew-recipe/daves-bock/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134634/medal-1-1.svg,"The following beer recipe is featured in the September/October 2008 issue of Zymurgy magazine. Access this issue along with the archives with Zymurgy Online!
Dave Corbett of Milford, CT, member of the Underground Brewers Club of Connecticut, won a gold medal in Category #5: Bock during the 2008 National Homebrew Competition Final Round in Cincinnati, OH with the help of Tom Miklinevich. Corbett’s Bock was chosen as the best among 177 final round entries in the category.","Ingredients:
19.0 lb (8.62 kg) Pilsner malt
9.25 lb (4.2 kg) Munich malt
2.0 oz (57 g) Perle whole hops, 6% a.a. (60 min.)
0.5 oz (4.9 g) Spalt whole hops, 4.9% a.a. (45 min.)
Wyeast No. 2206 Bavarian lager yeast
Specifications:
Yield: 11 Gallons (41.64 L)
Original Gravity: 1.072
Final Gravity: 1.016
ABV: 7.35%","Directions:
Primary fermentation for 4 weeks at 48° F (9° C) in glass.
Secondary fermentation for 6 weeks at 32° F (0° C) in steel.",
https://www.homebrewersassociation.org/homebrew-recipe/karis-cream-ale/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134634/medal-1-1.svg,"The following beer recipe is featured in the September/October 2008 issue of Zymurgy magazine. Access this issue along with the archives with Zymurgy Online!
David Anderson of Northglenn, CO, member of the Hop Barley & the Alers, won a gold medal in Category #6: Light Hybrid Beer during the 2008 National Homebrew Competition Final Round in Cincinnati, OH. Anderson’s Light Hybrid Beer was chosen as the best among 248 final round entries in the category and helped earn the 2008 NHC Homebrewer of the Year title.","Ingredients:
8.0 lb (3.63 kg) Pilsner malt
8.0 lb (3.63 kg) American 2-row pale malt
1.0 lb (0.45 kg) flaked corn
1.0 lb (0.45 kg) cane sugar
2.0 oz (56 g) Hallertau whole hops, 3.6% a.a. (60 min.)
1.0 oz (28 g) Hallertau whole hops, 3.6% a.a. (1 min.)
White Labs WLP001 California ale yeast
White Labs Servomyces yeast nutrient (2 capsules)
Specifications:
Yield: 11 Gallons (41.64 L)
Original Gravity: 1.051
Final Gravity: 1.008
ABV: 5.64%","Directions:
Mash grains at 149° (64° C) for 60 minutes.
Primary fermentation for 12 days at 64° F (18° C) in glass.
Forced CO2 to carbonate.",
https://www.homebrewersassociation.org/homebrew-recipe/summersalt/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134634/medal-1-1.svg,"The following beer recipe is featured in the September/October 2008 issue of Zymurgy magazine. Access this issue along with the archives with Zymurgy Online!
Thomas Wallbank of Indianapolis, IN, member of the Foam Blowers of Indiana, won a gold medal in Category #7: Amber Hybrid Beer during the 2008 National Homebrew Competition Final Round in Cincinnati, OH. Wallbank’s Amber Hybrid Beer was chosen as the best among 150 final round entries in the category.","Ingredients:
9.0 lb (4.08 kg) Pilsner malt
4.5 lb (2.04 kg) light Munich malt
0.5 lb (227 g) caramel-red malt
0.25 lb (113 g) caramel-aroma malt
0.75 lb (340 g) caramel-Munich malt
2.4 oz (68 g) chocolate wheat malt
2.25 oz (64 g) Spalt whole hops, 4.9% a.a. (60 min.)
0.75 oz (21 g) Magnum whole hops, 13% a.a. (60 min.)
0.75 oz (21 g) Hallertau whole hops, 5.5% a.a. (10 min.)
0.75 oz (21 g) Saaz whole hops, 2.2% a.a. (2 min.)
Wyeast No. 1056 American ale yeast (2L starter)
3.0 g calcium chloride (mash)
3.0 g gypsum (mash)
Specifications:
Yield: 8 Gallons (30.28 L)
Original Gravity: 1.054
Final Gravity: 1.013
ABV: 5.38%","Directions:
Mash grains at 134° F (57° C) for 20 minutes. Raise mash temperature to 158° F (70° C) and mash for 60 minutes.
Primary fermentation for 9 days at 60° F (16° C) in steel.
Secondary fermentation for 9 days at 60° F (16° C) in steel.
Forced CO2 to carbonate.",
https://www.homebrewersassociation.org/homebrew-recipe/kevins-standard-bitter/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134634/medal-1-1.svg,"The following beer recipe is featured in the September/October 2008 issue of Zymurgy magazine. Access this issue along with the archives with Zymurgy Online!
Kevin Kroll of Lincoln, NE won a gold medal in Category #8: English Pale Ale during the 2008 National Homebrew Competition Final Round in Cincinnati, OH. Kroll’s English Pale Ale was chosen as the best among 222 final round entries in the category.","Ingredients:
8.0 lb (3.6 kg) English Gold pale malt
0.5 lb (227 g) English crystal malt
0.25 lb (113 g) Belgian pale malt
0.77 oz (22 g) Fuggles whole hops, 6% a.a. (60 min.)
0.46 oz (13 g) Kent Goldings whole hops, 5.2% a.a. (60 min.)
0.49 oz (14 g) Kent Goldings whole hops, 5.2% a.a. (15 min.)
0.49 oz (14 g) Kent Goldings whole hops, 5.2% a.a. (5 min.)
Wyeast No. 1318 London ale III yeast
0.5 cup corn sugar to prime
Specifications:
Yield: 5 Gallons (18.93 L)
Original Gravity: 1.046
Final Gravity: 1.006
ABV: 5.25%","Directions:
Mash grains at 151° F (66° C) for 60 minutes.
Primary fermentation for 8 days at 68° F (20° C) in glass.
Secondary fermentation for 14 days at 68° F (20° C) in glass.",
